Year,Age,Sex,TL_cm
2005,2,M,24.3
2005,1,M,20.5
2005,0,F,19.9
2005,0,M,19.6
2005,7,F,32.1
2005,5,M,29.5
2005,7,F,33.7
2005,7,F,39.4
2005,3,M,31.8
2005,4,M,31.8
2005,3,M,31.5
2005,8,F,37.7
2005,8,M,35.3
2005,3,F,29.2
2005,3,M,30.6
2005,9,M,31.9
2005,7,M,31.4
2005,3,M,28.7
2005,3,M,28.3
2005,3,F,32
2005,3,M,26.3
2005,3,F,29.2
2005,2,M,25.4
2005,3,M,34.2
2005,3,M,30
2005,4,F,31.7
2005,1,F,18.5
2005,1,F,21.4
2005,1,M,25.8
2005,2,F,26.6
2005,3,F,27.2
2005,7,F,35.3
2005,12,F,38.6
2005,7,F,33.9
2005,3,M,32.5
2005,6,F,36.2
2005,3,M,33.1
2005,4,M,32.1
2005,1,F,25.6
2005,1,F,24.9
2005,1,F,26.2
2005,7,F,33.6
2005,4,M,33.6
2005,8,M,34.4
2005,6,F,34.2
2005,8,F,37.6
2005,3,F,33.3
2005,1,F,30.7
2005,3,M,29.7
2005,3,F,28.4
2005,1,M,24.2
2005,1,M,23.6
2005,1,M,25.3
2005,6,F,32.1
2005,3,M,29
2005,3,F,29
2005,5,M,31.1
2005,3,F,33.8
2005,2,F,33.6
2005,1,F,23.4
2005,1,M,25.2
2005,2,F,23.9
2005,8,M,34.6
2005,3,F,29.1
2005,7,F,33.3
2005,3,M,26.8
2005,3,F,33.7
2005,3,M,30.4
2005,3,M,29.2
2005,2,M,28.3
2005,1,F,28.2
2005,7,M,33.8
2005,7,M,31.3
2005,7,F,30.4
2005,2,F,25.3
2005,3,M,26.3
2005,2,F,27
2005,7,F,32.4
2005,3,F,31.1
2005,3,F,33.1
2005,1,F,25.8
2005,2,M,28.4
2005,1,M,24.3
2005,3,M,30.4
2005,3,M,29.2
2005,3,F,33.1
2005,2,F,26.6
2005,2,F,29.3
2005,2,F,22.2
2005,1,F,25.9
2005,1,M,25
2005,1,F,24
2005,6,M,32.5
2005,7,M,34.3
2005,1,F,24.9
2005,1,F,23.1
2005,1,M,24.4
2005,8,M,33.7
2005,3,F,30.4
2005,8,M,35.1
2005,1,F,23.6
2005,2,M,25.9
2005,1,F,24.4
2005,1,M,22.5
2005,10,M,34.4
2005,1,F,24
2005,8,M,33.7
2005,1,M,25.8
2005,1,F,23.9
2005,1,F,25.5
2005,5,M,32.1
2005,6,F,33.3
2005,6,M,31.3
2005,7,F,32.1
2005,6,M,30.4
2005,3,F,30
2005,2,M,23.4
2005,1,F,23.1
2005,2,F,25.4
2005,2,F,24.9
2005,3,F,27.7
2005,1,M,24
2005,8,F,33.6
2005,7,F,33.8
2005,7,M,32.2
2005,1,M,24
2005,1,F,22.8
2005,1,M,21
2005,3,F,32.1
2005,1,F,29.2
2005,1,M,26.4
2005,3,M,28.7
2005,3,M,26.5
2005,8,F,32
2005,1,M,26.3
2005,1,F,24
2005,1,F,21.8
2005,7,F,31.8
2005,3,F,33.3
2005,3,F,31.7
2005,11,F,38.6
2005,9,F,43
2005,3,F,33
2005,6,M,31.3
2005,3,M,29.4
2005,2,F,24.9
2005,1,M,24.8
2005,1,M,24.2
2006,8,F,37.2
2006,4,M,31.3
2006,4,F,35
2006,4,M,28.7
2006,4,F,34.8
2006,3,F,34.9
2006,9,F,41.1
2006,4,F,34.8
2006,8,M,34.2
2006,7,F,32.9
2006,8,F,33.9
2006,13,F,43
2006,8,F,37.9
2006,4,M,29.9
2006,4,F,30.3
2006,2,F,31.1
2006,8,F,36.2
2006,4,F,34.7
2006,7,M,35.8
2006,4,F,36.9
2006,7,M,32.7
2006,9,M,40
2006,4,F,35.8
2006,4,F,27.8
2006,4,M,29.5
2006,2,F,28.6
2006,8,F,31.7
2006,4,F,34.9
2006,4,F,32
2006,8,F,39.6
2006,8,F,40.3
2006,7,M,41.3
2006,1,M,23.4
2006,5,M,28.2
2006,4,M,29
2006,4,M,32
2006,5,F,33.6
2006,4,M,32.3
2006,8,M,40
2006,8,F,39.8
2006,4,F,38.8
2006,9,F,41.7
2006,7,M,39.9
2006,8,M,37.6
2006,5,F,32.9
2006,4,F,30.5
2006,4,F,33.3
2006,4,M,28.3
2006,4,M,28.1
2006,4,F,31.7
2006,9,F,39.9
2006,7,M,34.9
2006,9,M,36.8
2006,4,M,29.5
2006,2,M,28.1
2006,4,M,26.3
2006,4,F,28.2
2006,4,M,25.9
2006,2,F,25.1
2006,2,F,24.8
2006,4,M,30.5
2006,4,F,31.6
2006,4,M,32.9
2006,4,M,32.1
2006,4,M,27.6
2006,5,F,31.4
2006,4,F,30.1
2006,4,M,32
2006,11,M,36.8
2006,7,F,35.3
2006,3,M,26.3
2006,3,F,25.9
2006,4,F,30.2
2006,7,M,30.4
2006,8,F,31.7
2006,4,M,29.2
2006,4,M,26.6
2006,4,M,27.4
2006,10,F,33.1
2006,8,M,36.2
2006,4,M,26.4
2006,2,F,26.3
2006,4,F,27.4
2006,8,F,37.5
2006,5,M,32.1
2006,4,F,29.8
2006,4,M,30.3
2006,4,M,26.9
2006,2,F,26.3
2006,3,M,25.8
2006,4,F,32
2006,7,F,33.7
2006,8,F,35.8
2006,4,F,34.2
2006,5,F,32.9
2006,4,F,33.3
2006,2,F,23.9
2006,3,M,25
2006,2,M,25.2
2006,4,F,30.5
2006,4,F,30.8
2006,4,M,27.8
2006,9,F,36.4
2006,4,F,34.2
2006,4,M,33.8
2006,15,M,33.6
2006,7,F,30.8
2006,2,F,26.8
2006,2,F,26.6
2006,1,F,18.1
2006,4,F,26.2
2006,2,M,22.8
2006,1,M,25.4
2006,4,F,30.6
2006,4,M,31.8
2006,2,F,26.4
2006,2,F,21.9
2006,2,M,25
2006,2,F,26.7
2006,2,F,26.6
2006,3,F,26.1
2006,3,M,28.2
2006,3,M,26.2
2006,8,M,35.4
2006,9,M,37.2
2006,9,M,37.9
2006,4,F,30.3
2006,4,F,33.3
2006,2,F,25.3
2006,2,F,24.5
2006,2,F,22.8
2006,2,F,24
2006,2,M,25.9
2006,3,F,26.1
2006,2,M,23.2
2006,1,M,19.5
2006,2,M,22.5
2006,2,F,22.9
2006,2,F,25.8
2006,2,M,24
2006,2,F,23.7
2006,2,M,25.4
2006,2,F,27.2
2006,3,F,28.6
2006,1,F,16.8
2006,1,M,16.2
2006,1,F,17
2006,3,M,23.8
2006,2,M,24.2
2006,2,M,23.9
2006,4,M,30.9
2006,8,M,34.1
2006,2,F,22.8
2006,2,M,24.2
2006,2,M,23.5
2006,3,F,29
2006,8,M,28.6
2006,3,M,27.8
2006,1,F,18.8
2006,1,F,17.5
2006,1,F,15.7
2006,1,F,19.3
2006,2,M,22.2
2006,2,F,21.1
2006,4,F,29.4
2006,8,F,39.2
2006,4,F,34.2
2006,4,M,26.6
2006,2,F,27
2006,2,F,25.3
2006,4,M,32.8
2006,8,M,34.9
2006,4,F,34.2
2006,7,F,36.6
2006,8,M,38.4
2006,7,F,32.5
2006,4,F,29.5
2006,4,M,32.2
2006,2,M,24.8
2006,2,M,25.4
2006,1,M,23.8
2006,4,M,32.6
2006,8,F,34.1
2006,5,M,33.4
2006,4,M,28.2
2006,3,M,31.5
2006,4,M,29.2
2006,1,M,19.4
2006,2,F,24.9
2006,2,M,25.2
2006,2,F,23
2006,2,M,23.9
2006,3,M,25
2006,4,M,28.2
2006,4,M,29.2
2006,4,F,32.4
2006,4,M,34.3
2006,6,M,33.3
2006,9,F,38.4
2006,7,M,33.7
2006,8,F,32.8
2006,6,M,31.1
2006,7,M,30.4
2006,2,M,25.5
2006,2,F,23.4
2006,2,F,26.2
2006,2,M,23.5
2006,2,M,25.4
2006,4,F,32.3
2006,4,F,33.1
2006,5,M,30.6
2006,2,M,25.1
2006,2,M,22.4
2006,1,M,21.6
2006,6,F,32.9
2006,4,M,27.3
2006,7,F,30.6
2006,8,M,37.1
2006,7,M,32.9
2006,7,M,32.9
2006,1,F,18.4
2006,1,M,18
2006,2,F,18.6
2006,4,M,30.3
2006,4,M,29.2
2006,5,M,29
2006,8,M,35.3
2006,4,F,34.3
2006,8,F,32.1
2006,2,M,24.2
2006,1,F,19.4
2006,1,F,22
2006,4,F,28
2006,2,F,26.4
2006,4,M,28.6
2006,4,M,32.4
2006,7,F,34.2
2006,8,M,33.7
2006,3,M,26.3
2006,7,F,38.9
2006,5,F,34.1
2006,7,M,31.7
2006,4,M,30.5
2006,2,F,24.7
2006,2,M,25.4
2006,1,M,21.9
2006,4,M,29.7
2006,4,M,32.9
2006,4,M,29.3
2006,7,F,34.6
2006,4,F,33.7
2006,7,F,38.5
2006,2,M,22.7
2006,3,M,23.4
2006,3,F,22
2006,4,M,31.9
2006,7,F,32.3
2006,9,M,32
2006,1,M,20.5
2006,2,F,19.6
2006,4,F,20.2
2006,3,F,24
2006,3,M,25
2006,2,F,24
2006,6,F,32.1
2006,3,F,27.6
2006,4,F,32.7
2006,4,F,33.3
2006,7,M,31.6
2006,2,F,21.3
2006,3,F,21.3
2006,2,F,21.4
2006,6,F,29.5
2006,9,M,31.9
2006,3,F,28.1
2006,2,F,20.6
2006,3,M,22.4
2006,2,M,21.6
2006,2,M,25.7
2006,2,F,25
2006,4,F,29.5
2006,4,F,30
2006,7,F,32.6
2006,4,F,32.7
2006,7,M,30.3
2006,2,F,27.2
2006,2,F,20.5
2006,1,F,15.2
2006,2,M,20.4
2006,2,F,20.8
2006,2,M,19.9
2006,4,F,35.2
2006,4,F,30.9
2006,4,F,33.2
2006,4,M,32.7
2006,4,F,32.7
2006,5,M,28.6
2006,8,M,35.3
2006,8,F,36.2
2006,6,M,33.6
2006,8,F,36.5
2006,8,F,32.4
2006,9,F,33.7
2006,13,F,41.6
2006,4,F,31.9
2006,7,F,31.9
2006,4,F,31.1
2006,2,M,21.7
2006,2,M,20.9
2006,2,M,22.2
2006,1,F,21.4
2006,2,F,23.4
2006,2,F,24.8
2006,2,M,26.8
2006,4,M,29.2
2006,4,M,26.9
2006,9,F,33.3
2006,10,F,35.7
2006,2,F,23.5
2006,3,F,23.7
2006,1,M,21.5
2006,3,M,27.9
2006,3,M,29.3
2006,3,F,24.6
2006,4,M,30.1
2006,8,F,31
2006,7,F,34.4
2006,3,F,25
2006,2,M,22.5
2006,3,F,29.1
2006,4,F,33.7
2006,5,M,31.9
2006,2,M,20.9
2006,3,F,22.4
2006,2,F,19.3
2006,8,M,30.4
2006,2,F,18.6
2006,3,F,20.7
2006,2,F,19.5
2006,2,F,24.2
2006,3,F,24.5
2006,3,M,24.2
2006,7,M,31.6
2006,3,M,25.8
2006,4,M,28.8
2006,8,F,37.4
2006,4,F,31.9
2006,8,M,32.7
2006,0,F,15.5
2006,0,M,17.2
2006,0,F,18
2006,0,M,16
2006,8,M,37.9
2006,8,F,39
2006,4,M,38.1
2006,8,M,32.8
2006,4,F,36.2
2006,2,F,22.5
2006,2,F,24.6
2006,3,M,23
2006,3,F,26.6
2006,3,F,28.6
2006,2,F,26.3
2006,2,M,25.3
2006,2,F,27.7
2006,2,F,26.9
2006,3,M,30.1
2006,3,M,31
2006,3,F,29.7
2006,8,F,31.3
2006,1,M,22.1
2006,1,F,22.7
2006,2,M,20.3
2006,4,F,31.6
2006,3,M,26.8
2006,2,F,23.2
2006,2,M,25.3
2006,2,F,25.6
2006,1,F,22.7
2006,3,M,25.3
2006,3,M,26.9
2006,7,F,36.6
2006,8,F,33.6
2006,6,M,31.7
2006,1,M,18.9
2006,2,M,19.6
2006,1,F,21.6
2006,8,F,33.4
2006,4,F,31.7
2006,4,F,25.4
2006,0,M,15.6
2006,0,F,15.6
2006,1,M,18.8
2006,4,F,33.8
2006,3,M,27.6
2006,5,F,28.7
2006,1,F,21.7
2006,2,F,22.7
2006,1,M,22
2006,1,F,14.7
2006,2,F,29.4
2006,4,F,30.2
2006,4,F,30.9
2006,1,F,22.2
2006,1,F,20.2
2006,1,M,21.7
2006,1,M,20.1
2006,2,M,24.8
2006,1,F,22
2006,7,M,30.5
2006,4,M,28.5
2006,5,F,31.3
2006,6,M,32.9
2006,8,M,33
2006,7,F,34.2
2006,1,M,20.3
2006,2,F,23.3
2006,2,M,23.5
2006,8,M,31
2006,4,F,33.8
2006,8,F,34.7
2006,8,M,29.8
2006,4,F,30.9
2006,8,M,30.1
2006,2,M,23.8
2006,2,M,24.6
2006,2,M,22.2
2006,3,M,26.8
2006,8,M,29.8
2006,4,F,29.3
2006,9,F,37.5
2006,8,F,33.7
2006,7,M,35.5
2006,1,M,20.8
2006,1,M,20.1
2006,1,F,21.8
2006,5,M,29.1
2006,4,F,28.4
2006,2,M,26.4
2006,9,F,31
2006,8,F,34.6
2006,3,M,31.7
2006,2,F,20.1
2006,1,F,20.5
2006,1,M,17.1
2006,1,F,21.8
2006,3,M,23.1
2006,1,F,21.7
2006,2,F,24
2006,1,M,22.9
2006,3,F,24.6
2006,2,F,27.9
2006,4,M,29.3
2006,4,F,29.6
2006,7,M,32.3
2006,5,M,30.3
2006,5,M,28.7
2006,7,M,36.7
2006,8,F,37.9
2006,8,M,37.4
2006,2,M,24.9
2006,3,M,22.3
2006,2,M,24
2006,0,M,17
2006,1,M,20
2006,3,M,26.3
2006,3,F,26.5
2006,2,M,25.1
2006,8,M,29.8
2006,4,M,32.7
2006,3,F,30
2006,3,M,23.7
2006,2,F,23.7
2006,2,M,22.5
2006,5,M,30
2006,8,M,31
2006,4,F,29.8
2006,8,M,32.6
2006,4,F,30.3
2006,8,M,33.6
2006,4,M,31.1
2006,4,F,30.8
2006,4,M,29.1
2006,2,F,24.7
2006,2,F,23.4
2006,3,F,26.7
2006,8,M,37
2006,4,F,34.5
2006,7,M,35
2006,2,M,24
2006,1,F,20.6
2006,1,F,23
2006,4,F,27.7
2006,4,F,29.1
2006,5,M,27.9
2006,2,F,22.4
2006,1,M,20
2006,2,M,24
2006,8,M,33.7
2006,7,M,34.2
2006,4,M,31.7
2006,1,M,20.1
2006,0,F,16.4
2006,2,F,26.3
2006,7,M,27.2
2006,4,M,27.4
2006,8,M,32.8
2006,3,F,25.7
2006,0,F,17.6
2006,2,F,23
2006,1,M,21.4
2006,1,F,21.1
2006,1,F,18.8
2006,2,F,20.5
2006,1,M,17.5
2006,2,M,21.8
2006,1,F,20.1
2006,2,F,20.4
2006,1,F,19.9
2006,1,M,18.7
2006,1,M,18.4
2006,2,M,21.6
2006,1,M,20.2
2006,4,M,26.2
2006,3,F,28.9
2006,8,F,27.7
2006,4,M,26.8
2006,0,M,16.6
2006,8,F,29.5
2006,1,M,17.8
2006,1,M,18.3
2006,1,M,16.3
2006,1,F,20.6
2006,2,M,21.1
2006,2,M,24.9
2006,3,F,28.1
2006,2,F,25.3
2006,1,M,20
2006,1,M,19.1
2006,1,F,21.5
2006,3,F,26.8
2006,3,F,21.5
2006,2,M,20.2
2006,1,M,19.9
2006,2,F,20.9
2006,2,F,21.2
2006,2,M,21
2006,7,M,29.7
2006,7,M,31
2006,5,F,31.1
2006,4,F,28.9
2006,4,M,26.5
2006,3,M,26.2
2006,1,M,17.1
2006,6,M,31.7
2006,1,M,19
2006,1,F,15.9
2006,1,M,17.4
2006,3,M,23.8
2006,6,M,29.1
2006,8,M,30.1
2006,8,M,31.5
2006,7,M,32
2006,0,F,13.7
2006,0,M,14.5
2006,0,M,15.4
2006,2,M,23.9
2006,2,F,22.4
2006,3,M,23.8
2006,4,F,28.1
2006,9,M,30.7
2006,7,F,33.6
2006,1,F,18.7
2006,1,F,18.4
2006,1,F,18
2006,2,F,24.1
2006,4,M,28.9
2006,2,M,23.9
2006,3,M,23.8
2006,2,M,22.6
2006,2,M,22.9
2006,3,M,24.2
2006,3,M,25.9
2006,2,M,22.9
2006,0,M,17
2006,0,F,18.3
2006,0,F,17.5
2006,0,F,17.3
2006,0,F,15.2
2006,0,M,17.3
2006,0,F,19.3
2006,0,F,17.1
2006,0,M,17.4
2006,0,M,16.3
2006,0,F,17.3
2006,0,F,16.3
2006,0,F,16.7
2006,0,F,18.5
2006,0,F,18.6
2006,0,F,16.4
2006,2,F,30.5
2006,0,F,16.8
2006,0,F,17.5
2006,0,F,17.4
2006,0,M,19.7
2006,0,F,19.8
2006,3,F,37.4
2006,0,M,18.3
2006,0,F,17.6
2006,0,M,20.5
2006,0,F,21.4
2006,0,F,19.3
2006,0,F,19.4
2006,0,M,21
2006,1,F,22.4
2006,0,M,21.5
2006,0,F,19.2
2006,2,M,26.1
2006,0,M,23.7
2006,0,F,22.4
2006,0,M,19.2
2006,0,F,18.3
2006,0,M,18.4
2006,0,M,17.6
2006,0,F,22.8
2006,0,M,18.4
2006,1,F,24.4
2006,1,M,24
2006,1,M,23.9
2006,0,M,19.6
2006,0,F,20.6
2006,0,F,19.8
2006,3,F,35.9
2006,7,F,28.8
2006,0,F,21.4
2006,0,F,20.4
2006,0,F,21.7
2006,2,F,28.3
2006,1,F,24.8
2006,0,F,21.3
2006,0,M,19.8
2006,0,F,20.7
2006,0,M,18.8
2006,0,M,19.3
2006,0,M,19.4
2006,0,F,17.8
2006,0,F,20.1
2006,0,M,19
2006,0,F,18.5
2006,0,F,17.9
2006,0,F,18.8
2006,2,F,31.4
2006,0,F,19.6
2006,0,F,19.9
2006,0,M,20.6
2006,1,F,24.5
2006,2,F,27.2
2006,1,F,24.4
2006,0,F,22.4
2006,0,F,20.9
2006,0,M,20
2006,2,F,30.4
2006,3,F,28.4
2006,2,F,27.8
2006,2,F,26.1
2006,0,M,22.2
2006,0,M,19.9
2006,0,F,20.2
2006,0,F,18.8
2006,0,F,19.1
2006,0,F,18.8
2006,2,F,27.2
2006,1,F,26.2
2006,0,F,19.5
2006,0,M,21.4
2006,0,F,20.8
2006,7,F,42.5
2006,7,F,35.5
2006,4,F,33.3
2006,1,M,30.4
2006,0,F,19.1
2006,0,M,19.8
2006,1,M,18.3
2006,0,M,16.9
2006,1,F,18.9
2006,3,F,28.2
2006,1,F,23
2006,0,M,14.4
2006,0,M,20.8
2006,2,F,26.2
2006,2,F,25.6
2006,3,M,25.6
2006,1,F,21
2006,1,F,17.5
2006,1,F,18.4
2006,7,F,35.5
2006,2,F,21.4
2006,0,F,18.3
2006,1,F,18.7
2006,1,F,19.9
2006,0,M,18.6
2006,1,F,21.8
2006,1,F,21.4
2006,2,F,20
2006,5,F,30.1
2006,8,F,31.3
2006,6,M,31.6
2006,2,F,30.8
2006,0,F,17.5
2006,1,F,19.6
2006,0,M,17.1
2006,2,M,22.8
2006,2,M,23.9
2006,1,M,22.2
2006,2,M,26.7
2006,4,M,29.3
2006,2,F,27.1
2006,1,F,19.1
2006,0,M,17.8
2006,1,F,19.1
2006,0,F,18.5
2006,1,F,19.6
2006,1,F,19.7
2006,2,F,24
2006,2,F,23.1
2006,1,F,21.6
2006,8,F,32.8
2006,4,F,32
2006,4,F,26.8
2006,4,F,32.2
2006,0,F,16.1
2006,0,M,19.6
2006,0,F,22.6
2006,0,M,20.1
2006,0,F,23.4
2006,0,M,21.2
2006,0,M,21.5
2006,0,F,18.4
2006,1,F,17.5
2006,1,F,19.1
2006,6,F,33.3
2006,2,F,28.4
2006,1,F,20
2006,1,F,28.6
2006,4,M,33.1
2006,1,F,19.6
2006,1,F,17.7
2006,1,F,21.5
2006,4,F,33.2
2006,2,M,29.5
2006,2,F,29.5
2006,1,M,14.6
2006,1,M,24.8
2006,3,M,26
2006,6,F,33.7
2006,2,F,28
2006,2,F,27.9
2006,2,F,25.6
2006,6,M,32.4
2006,4,M,33.3
2006,8,F,35.3
2006,4,M,30
2006,4,M,30.8
2006,2,F,27.1
2006,1,M,20.1
2006,1,M,21.5
2006,1,F,21.9
2006,1,F,17.5
2006,4,F,31.8
2006,4,F,32.1
2006,1,F,21.6
2006,1,F,19.8
2006,1,M,21.9
2006,2,M,26.8
2006,4,M,29.1
2006,2,F,29.3
2006,2,M,25.7
2006,4,F,31.4
2006,2,M,27.7
2006,4,F,35
2006,1,M,23.4
2006,1,M,22.6
2006,2,M,25
2006,1,F,17.9
2006,1,M,18.9
2006,2,F,26.6
2006,2,F,31.7
2006,5,M,35.3
2006,2,M,28.5
2006,1,F,30.2
2006,2,F,28
2006,1,M,23
2006,2,F,23.9
2006,2,M,24.1
2006,9,M,35.7
2006,4,M,30.8
2006,2,M,25.2
2006,4,M,30.3
2006,1,M,20.8
2006,1,M,19.4
2006,1,M,22.8
2006,1,M,22.1
2006,2,F,24.6
2006,3,M,25
2006,7,M,30.2
2006,9,M,34.1
2006,3,F,29.2
2006,1,F,20.3
2006,1,F,23.4
2006,1,F,19.5
2006,7,F,31.9
2006,3,F,30.9
2006,2,F,26.7
2006,4,M,31
2006,1,F,27
2006,1,M,24
2006,1,F,23.9
2006,1,M,20.8
2006,1,F,21.5
2006,1,F,25.7
2006,2,M,25
2006,1,F,25.9
2006,10,M,41.5
2006,1,F,20.8
2006,1,F,21
2006,1,M,22.1
2006,1,F,22.6
2006,1,F,23
2006,1,M,23
2006,1,M,21
2006,4,M,28
2006,2,M,27.5
2006,4,M,30.5
2007,8,M,37.8
2007,5,F,36.6
2007,8,M,38.1
2007,6,M,31.4
2007,1,M,21.5
2007,2,F,25.1
2007,4,M,29.5
2007,5,M,30.5
2007,6,M,33.7
2007,1,M,17.6
2007,2,M,20.6
2007,2,M,21.7
2007,3,M,24.7
2007,3,F,27.4
2007,3,M,26.8
2007,8,M,36.2
2007,3,M,31.7
2007,3,M,25.1
2007,1,F,21.6
2007,5,F,31.7
2007,4,F,30.8
2007,4,F,31.4
2007,9,F,38.3
2007,1,M,18.5
2007,1,F,14.4
2007,1,M,19.8
2007,2,M,22.7
2007,2,F,23.5
2007,1,F,23.5
2007,4,F,27.3
2007,3,F,26.7
2007,5,M,31.9
2007,4,F,30.8
2007,4,M,32.5
2007,1,M,18.2
2007,3,M,25.6
2007,4,F,27
2007,8,F,31.8
2007,5,F,30.8
2007,2,M,18.7
2007,1,M,17.7
2007,1,M,19.3
2007,1,F,20.3
2007,1,F,19.3
2007,1,M,19.7
2007,3,M,27.9
2007,3,M,24.9
2007,5,F,32.1
2007,5,F,34.6
2007,5,F,29.5
2007,4,M,28.1
2007,3,F,28.2
2007,3,F,24.5
2007,3,M,24.8
2007,2,M,21.3
2007,5,F,35.5
2007,5,F,38
2007,9,F,40.6
2007,2,M,22.9
2007,1,F,21.2
2007,1,F,22.1
2007,3,M,25.4
2007,9,M,32.2
2007,3,M,26.1
2007,10,F,39
2007,1,M,19.4
2007,1,F,22.5
2007,2,F,19.9
2007,1,M,24.6
2007,3,F,27
2007,3,F,27.1
2007,5,F,34.1
2007,5,M,33.1
2007,5,F,33.2
2007,1,M,27
2007,3,F,26.8
2007,1,F,27.9
2007,8,F,40.1
2007,5,M,41
2007,10,M,35.9
2007,9,F,35.9
2007,9,M,34.5
2007,7,F,30.9
2007,2,F,19.9
2007,1,M,21.4
2007,3,F,19.7
2007,3,M,28.1
2007,4,F,30
2007,5,M,29.6
2007,3,M,26.3
2007,3,F,27.5
2007,2,F,19.2
2007,2,M,22.5
2007,1,M,18.2
2007,1,M,21.8
2007,1,M,20.7
2007,1,M,21.5
2007,3,M,25.6
2007,5,M,29.3
2007,1,F,19.8
2007,2,M,19.3
2007,2,M,21.5
2007,3,M,24.9
2007,3,F,24.2
2007,4,M,24.9
2007,8,F,34.7
2007,1,M,18.7
2007,1,M,19.5
2007,1,F,19.6
2007,3,M,24.9
2007,2,M,22.2
2007,1,M,22.1
2007,3,F,29.4
2007,8,M,31.6
2007,3,F,27.7
2007,1,F,20.2
2007,1,F,20.5
2007,1,F,19.3
2007,1,M,27
2007,5,F,31.7
2007,10,F,36.9
2007,2,M,24.9
2007,3,M,23.6
2007,1,M,24.2
2007,2,M,25.8
2007,1,M,23.5
2007,1,M,21.7
2007,1,M,18.5
2007,1,M,22.6
2007,3,M,28.8
2007,4,M,30.5
2007,3,F,27.8
2007,4,F,25.3
2007,1,F,22.1
2007,2,M,23.2
2007,2,F,21.6
2007,3,M,22
2007,1,F,18.3
2007,3,F,25.1
2007,4,M,31.1
2007,8,M,32.8
2007,1,F,20.5
2007,1,F,19.2
2007,3,M,20.8
2007,2,F,24
2007,3,M,29.7
2007,3,M,24.4
2007,2,F,22.4
2007,1,F,18.5
2007,1,F,22.3
2007,6,F,30.3
2007,8,M,33.5
2007,5,F,36.8
2007,1,F,18.4
2007,3,F,20.8
2007,3,F,20
2007,3,F,26.5
2007,3,F,23.9
2007,7,M,33
2007,9,F,34.7
2007,8,M,29.9
2007,6,M,31.2
2007,1,M,19.5
2007,2,M,20.6
2007,1,F,19
2007,4,F,26.5
2007,3,M,24.3
2007,2,F,25
2007,2,M,20
2007,1,F,19.7
2007,1,F,18.3
2007,3,M,22.3
2007,1,M,21.9
2007,3,F,21.4
2007,3,M,26.5
2007,2,M,25.4
2007,3,F,26.4
2007,1,F,18.5
2007,1,F,19
2007,2,M,22
2007,3,F,25.8
2007,5,F,31.6
2007,4,M,29.4
2007,1,F,17.8
2007,1,M,22.3
2007,1,F,19.3
2007,3,F,27.2
2007,3,M,29.1
2007,3,F,26
2007,2,M,20.5
2007,2,M,20.6
2007,2,M,20.9
2007,5,F,31.4
2007,3,F,24.6
2007,5,F,32.7
2007,9,F,44.7
2007,3,F,34.4
2007,2,F,27.2
2007,4,F,32.6
2007,5,F,35
2007,3,F,28.5
2007,4,M,31.9
2007,3,F,29.9
2007,1,M,23.1
2007,2,F,28
2007,3,M,29.5
2007,1,F,26
2007,2,F,24.6
2007,3,M,26.8
2007,3,M,28.8
2007,3,F,28.2
2007,2,F,24.5
2007,6,F,37.9
2007,1,F,24.5
2007,1,F,23.6
2007,1,M,22.3
2007,1,M,24.2
2007,2,M,25.8
2007,3,M,27.7
2007,6,M,30.8
2007,2,M,22.9
2007,1,M,21.6
2007,1,M,22.3
2007,2,M,28.4
2007,3,M,28.6
2007,3,M,26.7
2007,5,F,33.8
2007,5,F,31.3
2007,5,F,30.1
2007,5,F,38.4
2007,2,F,27.8
2007,5,F,30.9
2007,3,M,30.9
2007,9,M,44.4
2007,5,M,38.2
2007,9,F,37.1
2007,4,F,34.7
2007,4,M,33.7
2007,5,M,33.1
2007,3,F,24.5
2007,1,M,21.9
2007,3,F,23.4
2007,2,F,21.4
2007,1,M,22.5
2007,1,F,21.9
2007,2,M,21.3
2007,1,F,20.8
2007,2,F,25
2007,1,F,20.1
2007,3,F,25.3
2007,4,F,27
2007,3,F,28.3
2007,5,M,29.2
2007,2,M,21
2007,1,M,21.2
2007,1,M,20.6
2007,1,F,20.8
2007,1,F,21.4
2007,1,F,18.6
2007,5,M,28
2007,5,M,28.6
2007,4,M,26.8
2007,6,F,33.8
2007,10,F,32
2007,7,M,30.9
2007,3,F,23.9
2007,1,M,20.7
2007,1,M,21.5
2007,1,M,21
2007,1,F,20
2007,3,F,26.3
2007,4,M,26.2
2007,5,F,28.4
2007,3,M,24.5
2007,1,M,23.1
2007,1,M,20.2
2007,1,F,21.8
2007,2,F,22.3
2007,8,M,32.1
2007,8,M,35
2007,5,F,31.3
2007,3,M,28.2
2007,9,M,30.6
2007,9,F,30.1
2007,3,F,27.5
2007,4,F,25
2007,3,M,24.2
2007,2,F,23.2
2007,2,M,23.9
2007,1,M,18.8
2007,1,F,19.4
2007,1,F,21
2007,5,M,27.3
2007,3,M,25.4
2007,3,F,27
2007,2,F,22.5
2007,1,F,18.5
2007,1,M,21.6
2007,5,F,31.7
2007,4,M,32
2007,5,F,27.8
2007,1,F,21.9
2007,2,M,20.9
2007,2,M,21.2
2007,1,M,21.4
2007,3,F,21.8
2007,5,F,28.6
2007,1,F,20.5
2007,1,F,19.7
2007,1,F,18.2
2007,1,F,19.1
2007,2,F,21.5
2007,1,M,19.3
2007,1,F,19.2
2007,1,F,20.4
