Year,Age,Sex,TL_cm
2007,5,F,39.2
2007,1,F,29.3
2007,5,F,42.2
2007,5,F,33.7
2007,1,M,29
2007,4,F,29.3
2007,1,F,25.5
2007,2,F,29.2
2007,1,M,25.9
2007,5,M,35.9
2007,5,F,38.5
2007,5,M,32.9
2007,5,F,36.3
2007,5,F,36.8
2007,5,M,34.2
2007,5,F,35.5
2007,5,F,34.2
2007,1,F,26.7
2007,1,F,26.9
2007,1,M,22.8
2007,1,M,25.8
2007,1,F,26.3
2007,2,M,25.3
2007,1,F,25.3
2007,2,F,27.6
2007,1,M,27.1
2007,1,F,29.1
2007,2,F,26.9
2007,1,M,26.3
2007,1,F,29
2007,5,M,30.9
2007,5,M,29.8
2007,3,M,28.6
2007,5,M,30.9
2007,1,M,25
2007,1,M,25
2007,3,M,29.7
2007,5,M,36.2
2007,5,M,33.7
2007,3,M,30
2007,1,M,24
2007,1,M,24.2
2007,6,M,31.7
2007,2,M,23.9
2007,3,M,28.3
2007,5,F,36.2
2007,5,M,33.7
2007,4,F,32.5
2007,5,M,29
2007,3,F,32
2007,5,F,34.8
2007,4,M,27.5
2007,5,M,23
2007,1,F,25.9
2007,5,F,29.5
2007,3,M,31.3
2007,1,M,24.9
2007,5,F,34.1
2007,5,F,36.9
2007,2,M,27.5
2007,3,M,29.3
2007,3,F,27.1
2007,3,F,30.1
2007,4,F,32.5
2007,5,F,33.7
2007,2,M,24.9
2007,3,M,27.1
2007,3,M,29.2
2007,1,F,26.8
2007,3,F,30.5
2007,5,M,32.8
2007,5,M,29.8
2007,5,F,33.7
2007,3,M,30.4
2007,3,M,31.3
2007,3,M,26.7
2007,2,M,26
2007,3,M,29.8
2007,3,F,32
2007,4,F,28.2
2007,1,M,24.8
2007,1,F,22.4
2007,1,M,26.1
2007,1,F,24.2
2007,1,F,23.8
2007,1,M,23.4
2007,3,M,28.2
2007,2,F,24.2
2007,2,M,24.4
2007,5,F,34.9
2007,5,M,30.4
2007,3,F,28.3
2007,1,M,22.9
2007,1,F,22.2
2007,1,M,24
2007,1,F,24.6
2007,2,M,25.8
2007,1,M,25.5
2007,2,F,25
2007,2,F,23
2007,1,F,24
2007,1,M,21.9
2007,2,F,22.5
2007,3,F,26.2
2007,3,F,29.1
2007,1,F,23.8
2007,3,F,26.6
2007,1,F,24.8
2007,2,M,24
2007,1,M,23
2007,2,F,22.3
2007,1,F,21.6
2007,2,F,21.4
2007,3,F,29.4
2007,2,F,22.5
2007,1,M,21
2007,2,F,23.4
2007,1,F,24.5
2007,1,F,24.9
2007,1,M,19.8
2007,0,F,19.8
2007,1,F,21
2007,1,F,25.3
2007,0,F,19.3
2007,0,F,19.8
2007,3,F,32.7
2007,8,M,34.3
2007,4,F,30.7
2007,3,F,27.6
2007,3,F,30.9
2007,3,M,26.8
2007,3,F,27.4
2007,3,F,24.5
2007,2,M,22.4
2007,1,F,23
2007,1,F,20.1
2007,2,F,23.5
2007,2,F,21
2007,1,F,22.4
2007,1,M,21.4
2007,1,F,25.7
2007,3,F,25.2
2007,3,F,25.3
2007,1,F,23.4
2007,2,F,26.6
2007,3,F,31.7
2007,1,F,25.8
2007,4,F,37.2
2007,1,M,25.7
2007,1,F,22.5
2007,0,M,17.8
2007,1,F,22.2
2007,4,F,30.3
2007,3,F,33.6
2007,1,F,25.2
2007,2,F,23.4
2007,2,F,27.6
2007,0,F,22.5
2007,1,M,25
2007,2,F,23.9
2007,0,F,22.2
2007,1,F,26.8
2007,1,F,22.9
2007,2,F,23.5
2007,3,F,23.4
2007,2,M,20.8
2007,5,F,37.6
2007,3,F,29.5
2007,2,F,26.3
2007,2,F,21.9
2007,1,M,22.9
2007,1,F,26.4
2007,2,F,25.4
2007,1,F,28.4
2007,1,F,22.3
2007,1,M,21.4
2007,0,M,20.2
2007,0,F,16.9
2007,1,F,19.1
2007,0,M,18.4
2007,1,M,19.8
2007,2,F,18.6
2007,0,F,21.2
2007,0,F,17.8
2007,1,F,19.4
2007,0,M,18.6
2007,1,F,19.5
2007,0,F,20.1
2007,1,M,21
2007,0,M,17.2
2007,2,F,28.6
2007,2,F,26.1
2007,2,F,28.2
2007,1,F,20.1
2007,0,F,16.8
2007,0,F,16.2
2007,0,F,16.6
2007,1,F,20.6
2007,2,F,20.4
2007,1,F,21.7
2007,1,F,21.4
2007,0,F,16.3
2007,0,F,18.4
2007,2,F,25
2007,3,M,22.8
2007,1,M,23.5
2008,3,M,20.3
2008,5,M,26
2008,3,F,21.9
2008,3,M,22
2008,4,M,21.4
2008,4,M,23.4
2008,3,M,21
2008,1,M,19.4
2008,2,M,19
2008,0,M,8.9
2008,0,M,11.4
2008,0,M,9.5
2008,0,M,9.7
2008,3,M,24.9
2008,3,F,21.6
2008,2,M,20.4
2008,2,M,20.4
2008,2,F,23
2008,3,F,22
2008,3,M,21.4
2008,2,F,24
2008,3,M,21.7
2008,3,F,20.7
2008,3,M,22.6
2008,2,F,20.4
2008,1,M,18.6
2008,3,F,20.6
2008,1,M,19.7
2008,2,M,23.5
2008,0,F,12.5
2008,2,F,20.6
2008,2,M,22.6
2008,3,M,21.4
2008,1,F,16.9
2008,0,F,15.4
2008,1,F,16.7
2008,2,F,27.4
2008,2,M,25.5
2008,0,F,22.4
2008,0,F,19.6
2008,0,M,18.9
2008,0,M,17.5
2008,4,M,28.9
2008,6,M,32
2008,6,M,32.3
2008,11,F,38.8
2008,6,F,39.2
2008,0,M,19.4
2008,0,F,16.2
2008,0,F,15.6
2008,0,M,15.8
2008,0,M,19.2
2008,2,F,27.5
2008,3,F,29.2
2008,2,F,26.2
2008,2,M,26
2008,0,M,17.9
2008,1,M,19.9
2008,0,F,19.1
2008,0,M,19.8
2008,1,M,18.7
2008,6,M,39.6
2008,5,F,30.7
2008,5,F,36.4
2008,3,F,31.8
2008,6,F,37.3
2008,3,F,32.3
2008,2,F,29.1
2008,0,M,19.8
2008,0,F,17
2008,2,M,28.7
2008,3,F,25.9
2008,2,F,27.6
2008,2,F,26.3
2008,2,F,26.7
2008,4,F,35
2008,6,M,34.8
2008,2,M,28.2
2008,0,M,17
2008,0,M,18.1
2008,0,F,17.7
2008,0,M,16.6
2008,0,M,16.4
2008,2,F,27
2008,4,M,30.7
2008,3,F,30
2008,2,M,29.7
2008,1,M,25.4
2008,2,F,25.2
2008,2,F,23.2
2008,0,M,18.9
2008,1,F,23.1
2008,2,M,23.9
2008,0,F,18.5
2008,0,M,18.6
2008,0,M,17
2008,0,F,20.9
2008,0,M,19.2
2008,4,M,27
2008,2,M,26.7
2008,4,M,23.6
2008,6,M,33.7
2008,3,M,25.3
2008,4,F,30.5
2008,2,M,25.6
2008,2,M,23
2008,3,F,26.5
2008,6,F,37.6
2008,11,F,44.4
2008,6,F,36.5
2008,5,F,33.9
2008,6,F,41.6
2008,0,F,18.4
2008,0,F,19
2008,0,F,18.5
2008,0,M,19
2008,0,F,20.2
2008,0,F,23.6
2008,2,M,25.3
2008,2,F,27.5
2008,2,F,30
2008,2,M,27
2008,3,M,25.3
2008,2,F,31.1
2008,2,M,27
2008,3,M,27.6
2008,2,M,26.3
2008,0,M,15.7
2008,0,F,15.4
2008,0,M,15.4
2008,0,F,17
2008,0,M,16.1
2008,0,M,16.4
2008,0,M,17.4
2008,0,M,16
2008,4,F,31.7
2008,2,F,24.4
2008,3,F,26.6
2008,0,M,20.9
2008,3,M,27.9
2008,0,F,16.7
2008,0,M,16.4
2008,0,M,17
2008,0,F,16.4
2008,0,M,16.7
2008,0,M,23.8
2008,0,F,16.7
2008,2,F,25
2008,0,M,16
2008,0,M,16.2
2008,2,M,23.2
2008,0,F,20.2
2008,2,F,23.1
2008,0,M,18.7
2008,0,M,17.4
2008,1,F,24.3
2008,2,M,25
2008,4,F,24.2
2008,0,M,20.1
2008,2,M,21.5
2008,0,M,16.6
2008,0,M,19.7
2008,0,F,16.5
2008,0,M,13.5
2008,0,M,15.2
2008,0,M,16
2008,0,M,19.8
2008,0,F,17.6
2008,0,F,15.7
2008,0,F,17.6
2008,0,F,17.2
2008,3,M,25
2008,1,F,21.4
2008,0,F,18.5
2008,0,F,16.9
2008,2,F,31.9
2008,0,F,15.8
2008,0,F,16.7
2008,0,F,19.1
2008,0,M,16.2
2008,0,F,15.9
2008,0,F,15.2
2008,0,F,14.7
2008,0,M,16.7
2008,0,M,14
2008,0,F,20.6
2008,0,F,20.9
2008,0,M,18.6
2008,0,M,18.2
2008,1,F,19.8
2008,2,M,28.1
2008,3,M,27.1
2008,2,M,27
2008,2,F,27.1
2008,5,M,26.5
2008,0,F,17.2
2008,0,F,16.8
2008,0,F,16.5
2008,0,F,17.3
2008,0,M,17
2008,2,F,24.9
2008,0,F,22.9
2008,1,M,22.6
2008,2,F,22.5
2008,1,F,23.2
2008,0,M,19.3
2008,0,M,16.1
2008,0,F,18.1
2008,0,F,17.4
2008,0,F,18
2008,0,M,17
2008,0,M,17.8
2008,0,M,16.9
2008,2,F,26.9
2008,1,F,23.3
2008,2,F,23.7
2008,1,M,20.6
2008,0,M,19
2008,4,M,27.1
2008,4,M,28.1
2008,2,F,27.5
2008,2,M,21.9
2008,2,M,24.2
2008,1,M,24.1
2008,1,M,20.6
2008,1,M,23.5
2008,2,F,23.5
2008,2,F,26.5
2008,4,F,28.1
2008,3,F,26.2
2008,2,F,25.4
2008,0,M,19.3
2008,0,M,17.7
2008,0,F,16.1
2008,0,F,17.7
2008,0,M,17.3
2008,0,F,17.4
2008,0,F,16.3
2008,0,M,17.3
2008,0,M,18.6
2008,0,F,16.9
2008,0,F,16.6
2008,0,F,17.6
2008,0,F,18
2008,0,M,18.1
2008,0,F,16.7
2008,0,F,16.1
2008,0,M,14.7
2008,0,M,15.8
2008,0,F,17.5
2008,0,F,17.3
2008,0,M,16.3
2008,1,M,23.7
2008,0,M,20.5
2008,0,F,18.2
2008,0,M,17.9
2008,0,M,18
2008,0,M,16.7
2008,0,M,17.2
2008,0,F,16.9
2008,1,F,17.4
2008,0,M,20.7
2008,2,M,22
2008,0,F,21.3
2008,0,F,20.6
2008,2,M,21.2
2008,1,F,21.3
2008,0,M,20.8
2008,0,M,19
2008,0,M,19.8
2008,0,F,18.5
2008,1,F,20.7
2008,1,F,17.7
2008,0,M,17.4
2008,0,F,15.9
2008,0,F,16
2008,0,M,17.6
2008,0,M,17.7
2008,0,F,19.4
2008,0,M,16.9
2008,0,F,16.7
2008,0,M,16.8
2008,0,F,15.8
2008,0,F,17.1
2008,0,F,17.9
2008,0,F,18.8
2008,0,F,19.3
2008,0,F,16.6
2008,0,M,19.9
2008,0,F,16.8
2008,0,F,16.4
2008,0,M,17.5
2008,4,M,28.6
2008,0,M,17.1
2008,0,M,17.2
2008,0,F,16
2008,0,F,13.9
2008,0,M,14.7
2008,0,F,14.4
2008,0,M,18
2008,0,F,16.7
2008,0,M,17.7
2008,0,F,17
2008,0,F,16.9
2008,0,F,16.4
2008,0,F,16.1
2008,0,M,14
2008,0,M,12.1
2008,0,F,15.2
2008,0,F,15.1
2008,0,F,13.1
2008,0,F,16.2
2008,0,F,16.5
2008,0,F,16.6
2008,0,M,17.7
2008,0,M,18.2
2008,0,F,15.9
2008,0,F,15.9
2008,0,F,14.7
2008,0,F,15.9
2008,0,F,14.8
2008,0,M,16.5
2008,0,M,14.9
2008,0,F,14.2
2008,0,F,18
2008,0,M,17.9
2008,0,F,16.5
2008,0,F,19.8
2008,0,M,18.2
2008,0,M,19
2008,0,M,18.6
2008,0,M,18.5
2008,0,F,17.8
2008,0,F,15.9
2008,0,F,14.4
2008,0,F,16.1
2008,0,F,15.9
2008,0,F,16.2
2008,0,M,16
2009,1,F,19.1
2009,1,M,15.3
2009,3,M,20.1
2009,1,M,18.3
2009,2,M,15.8
2009,1,F,20.3
2009,1,F,19.1
2009,5,F,19.7
2009,1,F,18.6
2009,1,F,17
2009,1,M,21.4
2009,3,M,23.1
2009,1,M,22.2
2009,2,F,21.2
2009,3,F,20.7
2009,1,F,21.2
2009,1,F,17.7
2009,4,M,18.5
2009,1,M,17.8
2009,1,F,18.2
2009,1,F,16.7
2009,1,M,19.7
2009,2,F,23.5
2009,1,F,18.3
2009,1,F,18.1
2009,1,F,19.7
2009,1,M,18
2009,1,M,19.9
2009,1,M,17.7
2009,2,M,21.5
2009,1,F,18.5
2009,1,F,18.6
2009,1,M,19.8
2009,1,M,17.7
2009,1,M,19.7
2009,2,F,19.8
2009,2,F,19.6
2009,2,M,21.3
2009,1,F,16.5
2009,1,F,14.6
2009,1,F,12.6
2009,1,F,10.5
2009,1,F,12.6
2009,1,M,11.6
2009,1,F,13.3
2009,1,F,15.3
2009,1,F,10.5
2009,1,M,12.7
2009,1,M,17.4
2009,1,F,14.5
2009,1,F,13.5
2009,1,F,15.1
2009,1,M,18.3
2009,4,F,22.5
2009,1,F,20.5
2009,1,F,12
2009,1,F,11.2
2009,1,M,12.7
2009,1,F,12
2009,1,M,13.1
2009,1,F,11.4
2009,1,F,9.8
2009,1,M,14.1
2009,1,F,19.7
2009,3,M,21.5
2009,2,F,21
2009,1,F,18.1
2009,1,M,20.2
2009,1,M,20.1
2009,1,F,21
2009,1,F,19
2009,1,F,19.7
2009,1,F,18.9
2009,1,M,16.9
2009,1,F,17.5
2009,1,M,16.9
2009,1,F,13.6
2009,1,M,12
2009,1,M,24.8
2009,1,F,23.5
2009,1,F,25.2
2009,1,M,25.1
2009,2,F,26.2
2009,1,F,24.5
2009,3,F,27.6
2009,7,F,31
2009,3,F,30.2
2009,7,F,37
2009,3,M,29.9
2009,3,F,29.3
2009,3,F,25.9
2009,3,F,28.8
2009,3,F,29.6
2009,3,F,25.5
2009,1,F,22.5
2009,1,M,22.9
2009,1,M,22.5
2009,1,M,22.3
2009,1,F,21.7
2009,7,F,34.9
2009,3,F,32.6
2009,3,M,29.2
2009,3,F,27.9
2009,4,F,26.1
2009,1,F,24
2009,0,F,21.5
2009,1,F,21.8
2009,1,F,20.6
2009,1,F,23
2009,1,F,24.1
2009,2,F,24.3
2009,3,F,26.9
2009,1,M,25.5
2009,1,M,24
2009,1,M,24.5
2009,1,M,23.9
2009,1,F,23.9
2009,1,M,21.1
2009,1,F,24.1
2009,1,M,22.9
2009,1,F,23.4
2009,1,F,23.9
2009,2,F,24.7
2009,1,M,22.7
2009,2,F,28.3
2009,3,M,28
2009,4,F,28.4
2009,3,M,29.6
2009,3,M,28.3
2009,1,M,24.5
2009,1,M,22.5
2009,1,M,22.2
2009,1,F,22.7
2009,1,M,21.6
2009,3,F,30.6
2009,3,M,28.1
2009,3,M,28.3
2009,5,F,26.8
2009,3,M,28.5
2009,3,F,33.2
2009,3,M,29.3
2009,3,F,32
2009,3,F,34.2
2009,3,M,27.4
2009,3,F,27.7
2009,3,F,24.6
2009,2,F,28.2
2009,3,F,27.6
2009,1,F,26.7
2009,3,M,25.5
2009,3,M,27.3
2009,1,F,25.3
2009,3,F,23.5
2009,3,F,36.9
2009,5,M,32.7
2009,4,M,32.9
2009,3,F,36.3
2009,8,F,35.8
2009,4,F,27.9
2009,1,F,26.5
2009,2,F,28.3
2009,2,F,27.6
2009,4,F,29.2
2009,7,M,38
2009,7,F,40
2009,3,F,35
2009,3,M,26
2009,1,M,24.3
2009,1,F,23.4
2009,1,M,23.8
2009,1,F,25.2
2009,7,F,35.2
2009,3,F,31.5
2009,5,F,33
2009,7,F,33.7
2009,5,M,30.4
2009,1,M,21.1
2009,1,M,22.9
2009,1,F,20.7
2009,1,F,19.6
2009,1,M,20.1
2009,1,F,22.8
2009,4,F,30.3
2009,2,F,25.8
2009,7,M,31.9
2009,3,F,28.6
2009,3,F,31.7
2009,1,M,22.2
2009,2,M,22.5
2009,1,F,21.9
2009,1,F,22.8
2009,1,M,21.5
2009,1,F,20.9
2009,1,M,20.4
2009,1,M,21.8
2009,1,M,20.5
2009,5,M,33.4
2009,1,F,20.6
2009,1,F,22.4
2009,1,F,27
2009,2,F,25.8
2009,4,F,27.1
2009,1,F,24.8
2009,5,F,27.4
2009,1,M,21.2
2009,1,M,24
2009,1,F,26.3
2009,3,M,23.1
2009,1,F,25
2009,1,M,22.2
2009,1,F,20.5
2009,1,F,21.5
2009,1,F,24.4
2009,1,M,21.9
2009,1,M,22
2009,1,F,20.8
2009,1,F,22.9
2009,1,M,22.2
2009,1,M,20.7
2009,3,M,23.3
2009,1,F,23.6
2009,1,M,22
2009,1,M,20.7
2009,1,M,21.5
2009,1,M,20.6
2009,1,F,20.5
2009,1,M,22.3
2009,1,M,22.5
2009,1,F,22.2
2009,3,M,27.4
2009,1,M,24.4
2009,1,F,22.8
2009,1,M,20.5
2009,3,M,24.3
2009,1,M,20.7
2009,1,M,24.4
2009,5,F,22.5
2009,1,M,23.8
2009,1,M,25.3
2009,1,F,23.7
2009,1,M,20.4
2009,1,M,21.7
2009,1,M,20.6
2009,1,M,21.8
2009,1,M,21.4
2009,1,F,21.7
2009,1,F,22.3
2009,1,M,20.4
2009,1,M,21.1
2009,1,M,21
2009,1,M,22.5
2009,1,F,23.4
2009,1,F,20.1
2009,1,M,19.5
2009,1,M,20.5
2009,0,F,18.6
2009,1,F,22.5
2009,1,M,20.5
2009,0,M,15.7
2009,0,F,16.2
2009,0,F,16.4
2009,1,F,22.4
2009,1,F,19.1
2009,1,F,20.5
2009,1,M,19.7
2009,1,M,20.8
2009,0,F,16.1
2009,1,M,19.4
2009,2,F,24.8
2009,1,M,22.9
2009,1,F,23.4
2009,1,M,19.5
2009,1,M,21.9
2009,1,F,19.9
2009,3,F,34.6
2009,3,M,31.4
2009,3,F,32.2
2009,3,M,32.7
2009,3,M,28.2
2009,7,F,40
2009,3,M,36.2
2009,5,M,38.6
2009,7,F,39.7
2009,7,F,40.7
2009,1,M,22.2
2009,1,F,23.7
2009,1,F,22.6
2009,1,M,20.1
2009,1,M,21
2009,1,M,22.1
2009,1,F,21.4
2009,1,M,20.8
2009,1,F,23.9
2009,1,M,23.5
2009,1,F,27
2009,1,F,24.2
2009,1,F,22
2009,1,M,22.5
2009,1,M,21.3
2009,1,F,24.9
2009,1,M,19.8
2009,1,M,21.4
2009,1,M,22.4
2009,1,F,21.1
2009,1,M,22
2009,1,M,19.5
2009,1,F,20.7
2009,1,M,21
2009,1,M,21.9
2009,1,M,22.4
2009,1,F,20.9
2009,1,F,22.1
2009,1,M,20.3
2009,1,F,20.8
2009,1,F,22.5
2009,1,M,22.4
2009,1,M,21.4
2009,1,F,21.4
2009,1,F,21.4
2009,1,F,23.5
2009,1,F,21.2
2009,1,M,20.8
2009,1,F,21.1
2009,1,M,22.5
2009,1,M,19.2
2009,1,F,19.9
2009,3,M,25.1
2009,0,F,20
2009,1,F,16.3
2009,0,F,19.5
2009,1,F,20.2
2009,1,F,25.9
2009,1,M,23.1
2009,3,M,22.5
2009,1,F,24.6
2009,1,F,22.5
2009,1,M,24.6
2009,1,F,22.5
2009,1,M,21
2009,1,M,22.2
2009,1,F,21.9
2009,1,F,21.6
2009,1,F,25.9
2009,1,F,23.3
2009,1,M,24.2
2009,1,M,22.5
2009,3,M,25.6
2009,1,F,22.9
2009,1,M,21.8
2009,1,M,21.9
2009,1,M,21.8
2009,7,M,33.3
2009,4,F,26.7
2009,1,M,24.5
2009,3,F,29.8
2009,4,M,23.5
2009,1,F,21.2
2009,0,M,16
2009,0,M,16.1
2009,0,F,14.6
2009,1,F,18.7
2009,0,M,17.5
2009,0,M,15.6
2009,0,F,14.9
2009,0,F,15.1
2009,0,F,15.7
2009,0,M,15.5
2009,1,F,19.8
2009,0,F,15.9
2009,0,F,16.1
2009,0,F,13.6
2009,0,M,15.6
2009,0,M,16
2009,1,F,22.2
2009,1,M,19.7
2009,1,M,19.9
2009,1,F,19.4
2009,1,M,17.9
2009,1,M,23.5
2009,1,M,22.5
2009,1,F,20.5
2009,1,F,21.4
2009,1,F,22.5
2009,1,M,22.1
2009,1,M,23.5
2009,1,M,21.4
2009,1,M,20.5
2009,1,M,19.9
2009,1,M,21.5
2009,1,M,21.6
2009,1,M,19.9
2009,1,F,21.1
2009,1,F,24.8
2009,2,M,24.2
2009,1,F,22.3
2009,1,F,21.2
2009,1,F,25
2009,1,M,22.9
2009,1,M,21.6
2009,1,F,23.5
2009,1,M,20.8
2009,0,M,18.2
2009,0,F,17.7
2009,0,M,16.7
2009,0,F,16.4
2009,0,M,16.4
2009,1,F,19.9
2009,1,F,19.4
2009,1,M,20.8
2009,1,F,21.8
2009,0,M,17.2
2009,0,M,15.7
2009,0,F,16.5
2009,1,F,18.6
2009,0,F,16.7
2009,2,M,24.3
2009,0,M,15.9
2009,0,M,15.3
2009,0,F,15.3
2009,0,F,12.9
2009,0,M,18.2
2009,2,M,23.2
2009,1,M,22.6
2009,1,M,22.5
2009,0,F,12.4
2009,3,M,24.1
2009,1,F,19.5
2009,0,M,14.3
2009,0,M,17.6
2009,0,F,16.2
2009,0,M,14.3
2009,0,F,17
2009,0,M,15.7
2009,0,M,15.5
2009,0,M,13.6
2009,1,F,18.4
2009,0,F,16.3
2009,0,M,16.3
2009,0,F,17.5
2009,0,M,16.3
2009,4,M,26.3
2009,0,F,15.5
2009,2,M,25.5
2009,1,M,18.5
2009,0,F,15.7
2009,0,M,13.3
2009,3,F,22.4
2009,1,M,21.5
2009,1,F,20.1
2009,0,M,19.4
2009,0,F,19.2
2009,1,M,19.6
2009,1,F,20.4
2009,1,F,19
2009,1,F,21.1
2009,2,M,21.5
2009,2,F,21.8
2009,1,F,20.8
2009,0,F,17.7
2009,1,M,20.1
2009,1,M,20.9
2009,0,M,16.7
2009,0,M,18.4
2009,0,F,17.7
2009,0,M,18.7
2009,0,M,17.3
2009,1,M,20.8
2009,0,F,19
2009,2,M,23.4
2009,1,F,23.2
2009,1,M,22
2009,1,F,22.9
2009,1,M,22.4
2009,3,M,27.4
2009,3,M,29.1
2009,3,M,29.5
2009,3,F,29.1
2009,3,F,30.2
2009,1,M,18.2
2009,2,M,20.4
2009,1,M,20.3
2009,1,M,17.5
2009,1,F,19.4
2009,5,M,24.3
2009,0,M,17.8
2009,1,M,22
2009,0,F,15.9
2009,1,M,18.1
2009,0,M,15.9
2009,0,F,17.4
2009,0,F,17
2010,1,M,17.5
2010,1,F,15
2010,1,M,15
2010,1,F,14
2010,1,F,14.5
2010,1,M,15
2010,1,F,20
2010,2,M,19.5
2010,2,F,19.5
2010,2,F,21.5
2010,2,F,18.5
2010,1,F,15
2010,1,M,15
2010,1,F,14.5
2010,1,M,13
2010,2,F,19.5
2010,2,M,20
2010,2,M,20
2010,2,M,21
2010,2,M,20.5
2010,1,F,12.5
2010,1,F,11.5
2010,1,F,13.5
2010,1,F,16
2010,1,M,12
2010,1,F,19
2010,2,M,19.5
2010,2,F,19.5
2010,1,F,17.5
2010,1,F,18.5
2010,1,M,18.5
2010,1,F,17
2010,1,F,15.5
2010,2,F,19.5
2010,2,F,19
2010,2,F,23
2010,1,M,15.5
2010,1,M,13
2010,1,F,13.5
2010,1,M,16.5
2010,1,F,12.5
2010,1,F,17.5
2010,2,M,19.5
2010,1,F,18.5
2010,3,F,21
2010,1,F,17.5
2010,3,F,20
2010,2,M,25.5
2010,2,M,25.5
2010,2,M,25
2010,2,M,25
2010,2,F,24
2010,2,M,26
2010,1,M,23.5
2010,2,F,26
2010,2,F,24.5
2010,1,M,22
2010,4,M,30
2010,2,F,27.5
2010,3,M,30.5
2010,2,F,29
2010,1,M,21
2010,1,F,22.5
2010,2,F,21.5
2010,3,F,23
2010,2,M,21
2010,1,M,21
2010,1,M,22.5
2010,1,M,20
2010,1,F,22.5
2010,2,M,22
2010,2,F,25
2010,2,M,28.5
2010,4,M,30
2010,2,M,26.5
2010,4,M,28.5
2010,1,F,23
2010,1,M,24
2010,2,M,23
2010,2,M,22
2010,2,F,23
2010,2,F,30.5
2010,4,F,31.5
2010,4,M,28
2010,2,M,29.5
2010,4,F,29.5
2010,2,M,31
2010,2,F,26
2010,2,F,27.5
2010,4,M,31.5
2010,1,F,21.5
2010,1,M,19.5
2010,1,M,23
2010,2,M,20.5
2010,4,F,22.5
2010,8,M,32.5
2010,2,M,25
2010,2,M,22
2010,2,F,25
2010,2,M,26
2010,2,F,25.5
2010,5,F,39
2010,1,F,19.5
2010,2,M,22.5
2010,2,M,26.5
2010,1,F,22
2010,2,M,24
2010,5,F,38.5
2010,6,F,38
2010,5,M,30
2010,3,F,31.5
2010,4,M,33
2010,2,F,24.5
2010,2,F,27
2010,2,F,24.5
2010,2,F,21.5
2010,2,F,19
2010,3,M,33
2010,2,F,29.5
2010,1,M,22
2010,3,F,31.5
2010,1,M,23
2010,5,M,23.5
2010,2,M,25.5
2010,2,M,23
2010,4,F,33
2010,4,F,38.5
2010,4,F,34
2010,4,F,30.5
2010,4,M,35.5
2010,2,M,22
2010,1,F,20.5
2010,1,M,19
2010,2,M,23.5
2010,1,M,20.5
2010,2,F,24.5
2010,3,F,27
2010,2,F,24.5
2010,2,F,26.5
2010,4,M,27
2010,1,F,20
2010,2,F,22
2010,1,M,20.5
2010,1,M,21.5
2010,3,M,29.5
2010,2,M,26.5
2010,6,F,35.5
2010,4,F,34.5
2010,2,M,28.5
2010,2,M,21
2010,5,F,30
2010,1,F,21
2010,2,M,26
2010,2,M,27
2010,2,F,27
2010,2,M,23.5
2010,4,M,23.5
2010,1,F,22
2010,1,M,21.5
2010,2,M,24
2010,1,M,22
2010,2,F,22.5
2010,2,F,23.5
2010,2,M,24
2010,2,F,27
2010,2,F,24.5
2010,2,F,24
2010,3,F,27.5
2010,4,M,23
2010,2,F,21
2010,2,M,25
2010,2,M,24.5
2010,1,F,24
2010,2,M,22
2010,2,F,22
2010,2,M,21
2010,4,M,35
2010,4,F,36.5
2010,4,F,34.5
2010,6,F,35.5
2010,3,F,33.5
2010,1,F,22.5
2010,2,M,22
2010,1,M,20.5
2010,1,M,21.5
2010,1,M,20.5
2010,2,F,25
2010,2,F,27
2010,1,F,21
2010,1,F,20
2010,2,F,23.5
2010,1,M,21.5
2010,1,M,21
2010,2,M,24
2010,1,M,21
2010,2,F,22.5
2010,2,F,23
2010,1,F,22.5
2010,2,F,21
2010,1,M,25
2010,1,M,22
2010,2,M,22
2010,1,F,22
2010,4,F,34.5
2010,1,F,21
2010,1,F,21.5
2010,6,F,33
2010,4,M,29
2010,2,M,25.5
2010,1,M,21
2010,1,M,22.5
2010,2,M,23
2010,1,M,21
2010,1,F,20
2010,1,F,18
2010,2,M,22
2010,2,F,21
2010,2,F,24
2010,1,M,19
2010,2,M,26
2010,2,F,22
2010,2,M,22
2010,2,M,22
2010,2,M,23
2010,1,M,19.5
2010,1,M,21.5
2010,2,M,25
2010,2,F,23
2010,2,M,24
2010,2,F,24.5
2010,2,F,27
2010,4,M,28.5
2010,2,F,27
2010,4,M,27
2010,1,F,21
2010,2,M,22
2010,1,F,21.5
2010,2,F,21.5
2010,2,M,22.5
2010,1,F,20
2010,1,M,20.5
2010,1,F,21
2010,1,F,22
2010,1,M,20.5
2010,1,M,21
2010,2,F,20.5
2010,1,M,20
2010,2,M,20.5
2010,1,M,19
2010,2,F,26
2010,2,F,25.5
2010,4,F,32.5
2010,0,M,18.5
2010,2,M,18.5
2010,1,F,21.5
2010,0,F,17
2010,0,M,18
2010,5,M,35
2010,4,F,38
2010,7,M,34
2010,6,F,30.5
2010,1,M,19.5
2010,1,F,19.5
2010,0,M,20
2010,2,M,23
2010,2,M,21.5
2010,1,M,22.5
2010,2,F,22
2010,1,M,23
2010,4,M,35.5
2010,4,F,33.5
2010,6,M,37.5
2010,2,M,18.5
2010,2,F,19.5
2010,1,M,18.5
2010,1,F,19.5
2010,1,M,21
2010,0,F,14.5
2010,0,F,14.5
2010,0,M,15.5
2010,0,M,15
2010,0,F,15.5
