"Lat","Lon","Constancy1","Contigency1","Predictability1","Constancy2","Contigency2","Predictability2"
28.5200000000002,-80.5200000000002,0.127573819838657,0.213270075548058,0.340843895386715,0.132971404983552,0.090482494441726,0.223453899425277
28.5200000000002,-80.4800000000002,0.121963969731944,0.146517289271404,0.268481259003348,0.122291064507222,0.118681915300958,0.24097297980818
28.5200000000002,-80.4400000000002,0.174939504274589,0.114131673018333,0.289071177292922,0.130144841545899,0.145866299028085,0.276011140573984
28.5200000000002,-80.4000000000002,0.153761380066335,0.112970470318555,0.26673185038489,0.188721743594197,0.108001574824628,0.296723318418825
28.5200000000002,-80.3600000000002,0.114676051709288,0.104635298184848,0.219311349894137,0.255604967663868,0.086188348889274,0.341793316553142
28.5200000000002,-80.3200000000002,0.132414491214533,0.109879207561136,0.242293698775669,0.283864917612661,0.121392253056864,0.405257170669526
28.5200000000002,-80.2800000000002,0.105373530620731,0.115531665554062,0.220905196174793,0.282281109816116,0.137075771283025,0.419356881099141
28.5200000000002,-80.2400000000002,0.0931901251673789,0.135213367422692,0.228403492590071,0.24469835469619,0.143039735590433,0.387738090286623
28.5200000000002,-80.2000000000002,0.119167307002435,0.109236185587636,0.228403492590071,0.243089065030797,0.159623511284607,0.402712576315405
28.5200000000002,-80.1600000000002,0.133519883722352,0.094282200643292,0.227802084365644,0.217740243460411,0.169997846826213,0.387738090286623
28.5200000000002,-80.1200000000002,0.11995335670176,0.108450135888311,0.228403492590071,0.196661531591284,0.208595639078242,0.405257170669525
28.5200000000002,-80.0800000000002,0.0929797467747563,0.139969817163282,0.232949563938038,0.164816468287418,0.188758236832567,0.353574705119984
28.5200000000002,-80.0400000000002,0.0915797542390278,0.12023329923983,0.211813053478858,0.129778307521613,0.181270993818176,0.311049301339789
28.5200000000002,-80.0000000000002,0.070345819838815,0.100186650777914,0.170532470616729,0.118871694553936,0.199664849800244,0.31853654435418
28.5200000000002,-79.9600000000002,0.0664011567152741,0.125869232585061,0.192270389300335,0.180157488340485,0.151603990844145,0.33176147918463
28.5200000000002,-79.9200000000002,0.0711027904010431,0.134805812943194,0.205908603344237,0.230194674725599,0.136604965224836,0.366799639950435
28.5200000000002,-79.8800000000002,0.114578627768255,0.118972344394209,0.233550972162465,0.209151952355506,0.132641364197635,0.341793316553141
28.5200000000002,-79.8400000000002,0.0834001444431232,0.13750505173167,0.220905196174793,0.216498933836959,0.114387769748505,0.330886703585464
28.5200000000002,-79.8000000000002,0.151801593055254,0.111978032262325,0.263779625317579,0.238085887280965,0.125520655207531,0.363606542488496
28.5200000000002,-79.7600000000002,0.130063674371648,0.102284481341963,0.232348155713612,0.1830445808677,0.113678737551126,0.296723318418826
28.5200000000002,-79.7200000000002,0.153639213344716,0.103399086119813,0.257038299464529,0.206937902526637,0.134855414026504,0.341793316553141
28.5200000000002,-79.6800000000002,0.172737871009691,0.102484713846707,0.275222584856398,0.158546499045286,0.188415738659473,0.346962237704759
28.5600000000002,-80.5600000000002,0.117181436752837,0.169093077810576,0.286274514563413,0.0413081300079358,0.164626689034439,0.205934819042375
28.5600000000002,-80.5200000000002,0.143256042528925,0.149759797887538,0.293015840416463,0.0904460012033563,0.0979697374561165,0.188415738659473
28.5600000000002,-80.4800000000002,0.173206620303826,0.0943786304471871,0.267585250751013,0.0882679408735215,0.236881070895883,0.325149011769405
28.5600000000002,-80.4400000000002,0.15729543229251,0.13352515361887,0.29082058591138,0.104037470058092,0.196979993913185,0.301017463971277
28.5600000000002,-80.4000000000002,0.145451297034008,0.104088706015243,0.249540003049251,0.181234500579806,0.115488817839019,0.296723318418825
28.5600000000002,-80.3600000000002,0.114676051709288,0.113727440880783,0.228403492590071,0.283155885415281,0.0727371415674757,0.355893026982757
28.5600000000002,-80.3200000000002,0.132275453524426,0.129560909429767,0.261836362954193,0.294937273982124,0.110319896687401,0.405257170669526
28.5600000000002,-80.2800000000002,0.132502702885536,0.160920692010425,0.293423394895961,0.283864917612661,0.137810285349253,0.421675202961914
28.5600000000002,-80.2400000000002,0.0931901251673789,0.135213367422692,0.228403492590071,0.24469835469619,0.143039735590433,0.387738090286623
28.5600000000002,-80.2000000000002,0.118872706974526,0.118622928311479,0.237495635286005,0.236476597615572,0.14871689831693,0.385193495932502
28.5600000000002,-80.1600000000002,0.133519883722352,0.103374343339226,0.236894227061579,0.217373709436125,0.159457767882821,0.376831477318946
28.5600000000002,-80.1200000000002,0.128120412008262,0.112327448345054,0.240447860353316,0.198245339387829,0.213624298696922,0.411869638084751
28.5600000000002,-80.0800000000002,0.0929797467747563,0.156560256274494,0.249540003049251,0.153035079720575,0.193927157984184,0.346962237704759
28.5600000000002,-80.0400000000002,0.0915797542390278,0.12023329923983,0.211813053478858,0.112259227138711,0.184464091280115,0.296723318418825
28.5600000000002,-80.0000000000002,0.070345819838815,0.0956405794299466,0.165986399268762,0.118871694553936,0.199664849800244,0.31853654435418
28.5600000000002,-79.9600000000002,0.0664011567152741,0.125869232585061,0.192270389300335,0.180157488340485,0.151603990844145,0.33176147918463
28.5600000000002,-79.9200000000002,0.0711027904010431,0.134805812943194,0.205908603344237,0.230194674725599,0.136604965224836,0.366799639950435
28.5600000000002,-79.8800000000002,0.105877514904125,0.12767345725834,0.233550972162465,0.226671032738409,0.115122283814733,0.341793316553141
28.5600000000002,-79.8400000000002,0.0954445122063684,0.125460683968424,0.220905196174793,0.21452311014728,0.127270206405862,0.341793316553141
28.5600000000002,-79.8000000000002,0.153639213344716,0.11468648332083,0.268325696665546,0.238085887280965,0.125520655207531,0.363606542488496
