"Gag Grouper","Greater Amberjack","Gray Triggerfish"," Red Porgy","Red Grouper","Black Sea Bass","Red Snapper","Scamp","Snowy Grouper ","Vermilion Snapper"
NA,0.40966269282227,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0.408182556201189,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.431867446540542,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
