"Lat","Lon","Date","Breaks"
"28.5200000000002","-80.5200000000002","2014-04-27","7787"
"28.5200000000002","-80.4800000000002","2014-04-27","7787"
"28.5200000000002","-80.4400000000002","2014-04-27","7787"
"28.5200000000002","-80.4000000000002","2013-08-23","7540"
"28.5200000000002","-80.3600000000002","2013-08-24","7541"
"28.5200000000002","-80.3200000000002","2013-09-05","7553"
"28.5200000000002","-80.2800000000002","2013-09-18","7566"
"28.5200000000002","-80.2400000000002","2013-09-19","7567"
"28.5200000000002","-80.2000000000002","2013-09-24","7572"
"28.5200000000002","-80.1600000000002","2013-09-24","7572"
"28.5200000000002","-80.1200000000002","2013-09-24","7572"
"28.5200000000002","-80.0800000000002","2013-09-24","7572"
"28.5200000000002","-80.0400000000002","2013-09-25","7573"
"28.5200000000002","-80.0000000000002","2018-11-23","9458"
"28.5200000000002","-79.9600000000002","2018-11-25","9460"
"28.5200000000002","-79.9200000000002","2018-10-12","9416"
"28.5200000000002","-79.8800000000002","2019-08-16","9724"
"28.5200000000002","-79.8400000000002","2020-08-07","10081"
"28.5200000000002","-79.8000000000002","1999-11-16","2511"
"28.5200000000002","-79.7600000000002","1996-10-07","1376"
"28.5200000000002","-79.7200000000002","1996-10-07","1376"
"28.5200000000002","-79.6800000000002","2011-06-06","6731"
"28.5600000000002","-80.5600000000002","2014-04-27","7787"
"28.5600000000002","-80.5200000000002","2014-04-27","7787"
"28.5600000000002","-80.4800000000002","2014-04-27","7787"
"28.5600000000002","-80.4400000000002","2014-04-27","7787"
"28.5600000000002","-80.4000000000002","2013-08-23","7540"
"28.5600000000002","-80.3600000000002","2013-08-24","7541"
"28.5600000000002","-80.3200000000002","2013-09-05","7553"
"28.5600000000002","-80.2800000000002","2013-09-18","7566"
"28.5600000000002","-80.2400000000002","2013-09-19","7567"
"28.5600000000002","-80.2000000000002","2013-09-24","7572"
"28.5600000000002","-80.1600000000002","2013-09-24","7572"
"28.5600000000002","-80.1200000000002","2013-09-24","7572"
"28.5600000000002","-80.0800000000002","2013-09-24","7572"
"28.5600000000002","-80.0400000000002","2013-09-28","7576"
"28.5600000000002","-80.0000000000002","2018-11-23","9458"
"28.5600000000002","-79.9600000000002","2018-11-25","9460"
"28.5600000000002","-79.9200000000002","2019-09-14","9753"
"28.5600000000002","-79.8800000000002","2019-08-16","9724"
"28.5600000000002","-79.8400000000002","2020-09-25","10130"
"28.5600000000002","-79.8000000000002","1996-10-02","1371"
"28.5600000000002","-79.7600000000002","1996-10-07","1376"
"28.5600000000002","-79.7200000000002","1996-10-07","1376"
"28.5600000000002","-79.6800000000002","2011-06-05","6730"
"28.6000000000002","-80.5600000000002","2014-04-27","7787"
"28.6000000000002","-80.5200000000002","2014-04-27","7787"
"28.6000000000002","-80.4800000000002","2014-04-27","7787"
"28.6000000000002","-80.4400000000002","2013-08-22","7539"
"28.6000000000002","-80.4000000000002","2013-08-23","7540"
"28.6000000000002","-80.3600000000002","2013-08-24","7541"
"28.6000000000002","-80.3200000000002","2013-09-09","7557"
"28.6000000000002","-80.2800000000002","2013-09-18","7566"
"28.6000000000002","-80.2400000000002","2013-09-19","7567"
"28.6000000000002","-80.2000000000002","2013-09-24","7572"
"28.6000000000002","-80.1600000000002","2013-09-24","7572"
"28.6000000000002","-80.1200000000002","2013-09-24","7572"
"28.6000000000002","-80.0800000000002","2013-09-24","7572"
"28.6000000000002","-80.0400000000002","2018-11-10","9445"
"28.6000000000002","-80.0000000000002","2018-11-24","9459"
"28.6000000000002","-79.9600000000002","2018-11-25","9460"
"28.6000000000002","-79.9200000000002","2019-09-14","9753"
"28.6000000000002","-79.8800000000002","2019-09-01","9740"
"28.6000000000002","-79.8400000000002","2020-05-26","10008"
"28.6000000000002","-79.8000000000002","1996-10-02","1371"
"28.6000000000002","-79.7600000000002","1996-10-08","1377"
"28.6000000000002","-79.7200000000002","1996-10-07","1376"
"28.6000000000002","-79.6800000000002","2011-05-25","6719"
"28.6400000000002","-80.6000000000002","2014-04-28","7788"
"28.6400000000002","-80.5600000000002","2014-04-27","7787"
"28.6400000000002","-80.5200000000002","2014-04-27","7787"
"28.6400000000002","-80.4800000000002","2014-04-27","7787"
"28.6400000000002","-80.4400000000002","2013-08-23","7540"
"28.6400000000002","-80.4000000000002","2013-08-23","7540"
"28.6400000000002","-80.3600000000002","2013-08-24","7541"
"28.6400000000002","-80.3200000000002","2013-09-18","7566"
"28.6400000000002","-80.2800000000002","2013-09-18","7566"
"28.6400000000002","-80.2400000000002","2013-09-19","7567"
"28.6400000000002","-80.2000000000002","2013-09-24","7572"
"28.6400000000002","-80.1600000000002","2013-09-24","7572"
"28.6400000000002","-80.1200000000002","2013-09-24","7572"
"28.6400000000002","-80.0800000000002","2013-09-24","7572"
"28.6400000000002","-80.0400000000002","2018-11-10","9445"
"28.6400000000002","-80.0000000000002","2018-11-25","9460"
"28.6400000000002","-79.9600000000002","2018-10-12","9416"
"28.6400000000002","-79.9200000000002","2019-08-16","9724"
"28.6400000000002","-79.8800000000002","2019-09-01","9740"
"28.6400000000002","-79.8400000000002","2020-09-25","10130"
"28.6400000000002","-79.8000000000002","1996-10-03","1372"
"28.6400000000002","-79.7600000000002","1996-10-08","1377"
"28.6400000000002","-79.7200000000002","2011-06-09","6734"
"28.6400000000002","-79.6800000000002","2011-05-25","6719"
"28.6800000000002","-80.6400000000002","2014-04-28","7788"
"28.6800000000002","-80.6000000000002","2014-04-28","7788"
"28.6800000000002","-80.5600000000002","2014-04-27","7787"
