"Event","lat","lon","depth","temp","date","year","month","day"
"2016-1147",30.00214386,-80.3961792,45,21.68397059,2016-09-09,2016,9,9
"2016-1148",29.92098618,-80.28645325,56,18.15412308,2016-09-09,2016,9,9
"2016-1149",29.87834358,-80.28504944,55,17.64466,2016-09-09,2016,9,9
"2016-115",34.30283,-77.0555,24,25.80949974,2016-08-12,2016,8,12
"2016-1150",29.85421753,-80.28474426,55,16.96143714,2016-09-09,2016,9,9
"2016-1151",29.7523632,-80.29027557,56,15.5014,2016-09-10,2016,9,10
"2016-1152",29.69340706,-80.28965759,59,15.68865,2016-09-10,2016,9,10
"2016-1153",29.67383385,-80.26332092,66,15.84936154,2016-09-10,2016,9,10
"2016-1154",29.66496658,-80.27617645,62,21.011,2016-09-10,2016,9,10
"2016-1155",28.28525925,-80.14382172,40,19.97144444,2016-09-11,2016,9,11
"2016-1156",28.1985817,-80.2335968,25,26.26518889,2016-09-11,2016,9,11
"2016-1157",28.15043068,-80.23496246,24,26.3382,2016-09-11,2016,9,11
"2016-1158",28.08429527,-80.20314026,29,25.26291778,2016-09-11,2016,9,11
"2016-1159",28.01068878,-80.38476563,18,26.71553333,2016-09-12,2016,9,12
"2016-116",34.30733,-76.88917,25,26.41309992,2016-08-12,2016,8,12
"2016-1160",27.73898125,-80.12644958,28,23.76143333,2016-09-12,2016,9,12
"2016-1161",27.70582008,-80.12340546,25,24.09539,2016-09-12,2016,9,12
"2016-1162",30.37392235,-80.86410522,34,28.023,2016-09-15,2016,9,15
"2016-1163",30.58179855,-80.78037262,33,28.2275,2016-09-15,2016,9,15
"2016-1164",29.23513412,-80.4360733,27,26.081872,2016-09-24,2016,9,24
"2016-1165",29.21643066,-80.39450073,29,25.6337375,2016-09-24,2016,9,24
"2016-1166",29.16115379,-80.23345184,51,21.17336923,2016-09-24,2016,9,24
"2016-1167",29.25465393,-80.34188843,36,24.95073571,2016-09-24,2016,9,24
"2016-1168",28.50331497,-80.10958099,54,23.65063333,2016-09-25,2016,9,25
"2016-1169",28.60049057,-80.13097382,53,23.19039,2016-09-25,2016,9,25
"2016-117",34.60327,-76.17834,35,21.32159996,2016-08-13,2016,8,13
"2016-1170",28.72891617,-80.14315033,54,23.26638824,2016-09-25,2016,9,25
"2016-1171",28.86494637,-80.25904083,43,25.96846591,2016-09-25,2016,9,25
"2016-1172",28.99438477,-80.2933197,41,26.52738182,2016-09-26,2016,9,26
"2016-1174",28.89312935,-80.17578125,51,25.66993125,2016-09-26,2016,9,26
"2016-1175",28.8938427,-80.26564026,42,26.90594615,2016-09-26,2016,9,26
"2016-1177",29.23200226,-80.69872284,24,28.4356,2016-09-27,2016,9,27
"2016-1178",29.17494774,-80.61010742,26,28.40278,2016-09-27,2016,9,27
"2016-1179",29.06820297,-80.5353775,26,28.41705263,2016-09-27,2016,9,27
"2016-118",34.59138,-76.20433,34,21.30010033,2016-08-13,2016,8,13
"2016-1180",29.51259995,-80.94503021,23,28.60160667,2016-09-28,2016,9,28
"2016-1181",29.65900421,-80.8544693,26,28.54686667,2016-09-28,2016,9,28
"2016-1182",31.68493652,-80.33892822,29,24.37285714,2016-10-24,2016,10,24
"2016-1183",31.73504448,-80.23139191,33,24.50307857,2016-10-24,2016,10,24
"2016-1184",31.83102417,-80.14354706,33,24.68165,2016-10-24,2016,10,24
"2016-1185",31.8774128,-80.01280975,36,24.77998,2016-10-24,2016,10,24
"2016-1186",31.43538284,-80.35017395,36,24.881975,2016-10-25,2016,10,25
"2016-1187",31.43013573,-80.34250641,38,24.81512727,2016-10-25,2016,10,25
"2016-1188",31.3250618,-80.5381546,34,24.47844375,2016-10-25,2016,10,25
"2016-1189",31.26861572,-80.42286682,37,24.80226667,2016-10-26,2016,10,26
"2016-119",34.5605,-76.24767,33,21.43479919,2016-08-13,2016,8,13
"2016-1190",31.26469231,-80.52339172,33,24.43925,2016-10-26,2016,10,26
"2016-1191",31.42388344,-80.5569458,29,24.13058696,2016-10-26,2016,10,26
"2016-120",34.5245,-76.26283,33,22.51309967,2016-08-13,2016,8,13
"2016-121",34.69932,-75.83147,37,22.44000053,2016-08-14,2016,8,14
"2016-122",34.33333,-76.37917,25,23.45870018,2016-08-14,2016,8,14
"2016-123",34.23594,-76.40727,29,23.11720085,2016-08-15,2016,8,15
"2016-124",34.38809,-76.5924,19,26.7296327,2016-08-15,2016,8,15
"2016-125",34.27962,-76.58565,28,25.71809959,2016-08-15,2016,8,15
"2016-126",34.24067,-76.59167,30,25.52199936,2016-08-15,2016,8,15
"2016-127",34.13321,-76.82209,32,25.36779976,2016-08-16,2016,8,16
"2016-128",34.10017,-76.82483,32,25.14410019,2016-08-16,2016,8,16
"2016-129",34.12567,-76.55867,34,23.21360016,2016-08-16,2016,8,16
"2016-130",33.97817,-76.657,39,22.46439934,2016-08-16,2016,8,16
"2016-131",33.95466,-76.76564,38,23.22890091,2016-08-17,2016,8,17
"2016-132",33.92667,-76.75517,39,23.83704948,2016-08-17,2016,8,17
"2016-133",33.93719,-76.52081,40,26.42079926,2016-08-17,2016,8,17
"2016-134",33.29083,-78.43117,24,26.06325347,2016-08-23,2016,8,23
"2016-135",33.27196,-78.44044,27,25.87884998,2016-08-23,2016,8,23
"2016-136",33.2855,-77.82,29,26.69193604,2016-08-23,2016,8,23
"2016-137",32.22932,-79.7026,27,27.89273527,2016-09-12,2016,9,12
"2016-138",32.12533,-79.30617,50,21.47054628,2016-09-12,2016,9,12
"2016-141",32.26767,-79.16733,51,23.44590602,2016-09-13,2016,9,13
"2016-143",32.8925,-78.25067,44,22.75312489,2016-09-20,2016,9,20
"2016-144",32.86707,-78.24882,49,18.40345001,2016-09-20,2016,9,20
"2016-145",32.84983,-78.25733,50,21.46382141,2016-09-20,2016,9,20
"2016-146",32.79833,-78.3085,51,21.5992182,2016-09-20,2016,9,20
"2016-147",32.75913,-78.43917,47,19.56736304,2016-09-21,2016,9,21
"2016-148",32.7305,-78.5055,46,20.11051837,2016-09-21,2016,9,21
"2016-149",32.696,-78.54633,45,20.95449996,2016-09-21,2016,9,21
"2016-150",32.64912,-78.56268,57,20.1486001,2016-09-21,2016,9,21
"2016-151",32.42083,-78.9775,50,22.93530001,2016-09-22,2016,9,22
"2016-152",32.35066,-79.03339,55,21.31984673,2016-09-22,2016,9,22
"2016-153",32.34233,-79.03983,56,23.93279966,2016-09-22,2016,9,22
"2016-154",32.79,-78.63283,34,27.76224184,2016-09-26,2016,9,26
"2016-155",32.79804,-78.6365,34,27.76843866,2016-09-26,2016,9,26
"2016-156",33.74667,-77.28733,33,27.86987,2016-09-27,2016,9,27
"2016-157",33.74217,-77.278,30,27.87397603,2016-09-27,2016,9,27
"2016-158",33.636,-77.212,32,27.65412521,2016-09-27,2016,9,27
"2016-159",33.64767,-77.16517,32,27.41731398,2016-09-27,2016,9,27
"2016-160",33.60817,-76.87267,70,18.5624001,2016-09-28,2016,9,28
"2016-161",33.468,-77.09767,38,26.51321268,2016-09-28,2016,9,28
"2016-162",33.221,-77.31733,60,22.03698452,2016-09-28,2016,9,28
"2016-164",33.10133,-77.9055,42,25.24898182,2016-09-29,2016,9,29
"2016-165",33.18986,-77.94737,33,27.61200905,2016-09-29,2016,9,29
"2016-166",32.7565,-78.497,42,24.58552504,2016-09-30,2016,9,30
"2016-167",32.43933,-78.9565,46,26.79295319,2016-10-17,2016,10,17
"2016-168",32.4585,-78.9415,47,26.60226485,2016-10-17,2016,10,17
"2016-200",32.53518,-79.551,20,NA,2016-06-02,2016,6,2
"2016-22",32.50903,-79.70136,17,26.42079926,2016-05-25,2016,5,25
"2016-23",32.50629,-79.68845,19,23.32465076,2016-05-25,2016,5,25
"2016-24",32.28645,-79.7271,26,23.4368,2016-05-25,2016,5,25
"2016-25",32.25512,-79.70597,24,23.16259956,2016-05-26,2016,5,26
"2016-26",32.23992,-79.70396,27,23.06780052,2016-05-26,2016,5,26
"2016-27",32.34085,-79.61763,26,23.14159966,2016-05-26,2016,5,26
"2016-28",32.34818,-79.58558,28,23.20339966,2016-05-26,2016,5,26
"2016-29",32.35014,-79.63647,29,NA,2016-05-26,2016,5,26
"2016-30",32.5565,-79.35647,25,24.22500038,2016-06-02,2016,6,2
"2016-31",32.48237,-78.83086,50,24.04540062,2016-06-03,2016,6,3
"2016-32",32.48679,-78.8187,50,NA,2016-06-03,2016,6,3
"2016-33",32.50321,-78.85474,47,24.11980057,2016-06-03,2016,6,3
"2016-34",32.83833,-78.91824,27,24.29159927,2016-06-04,2016,6,4
"2016-35",32.76241,-78.62722,33,25.04740047,2016-06-04,2016,6,4
"2016-36",32.49179,-79.69186,18,NA,2016-06-05,2016,6,5
"2016-37",32.25588,-79.70217,26,24.5258007,2016-06-05,2016,6,5
"2016-38",32.50271,-79.69727,18,25.42210007,2016-06-09,2016,6,9
"2016-39",32.27933,-79.72335,24,24.71150017,2016-06-09,2016,6,9
"2016-40",32.24348,-79.69923,27,24.59230042,2016-06-09,2016,6,9
"2016-41",31.97155,-79.49179,49,22.96960068,2016-06-10,2016,6,10
"2016-42",32.01531,-79.35344,67,20.54980087,2016-06-10,2016,6,10
"2016-43",32.02916,-79.43878,51,23.05380058,2016-06-10,2016,6,10
"2016-44",32.04214,-79.42835,50,23.4090004,2016-06-10,2016,6,10
"2016-45",32.04961,-79.42045,53,23.62719917,2016-06-10,2016,6,10
"2016-46",32.08162,-79.97222,26,24.82740021,2016-06-11,2016,6,11
"2016-47",32.06006,-79.9162,29,24.67653275,2016-06-11,2016,6,11
"2016-48",32.04615,-79.89337,29,24.55420017,2016-06-11,2016,6,11
"2016-49",32.01943,-79.94056,31,24.55189991,2016-06-11,2016,6,11
"2016-50",32.33922,-79.21001,41,23.93870068,2016-06-14,2016,6,14
"2016-51",32.33421,-79.21237,42,23.88689995,2016-06-14,2016,6,14
"2016-52",32.26798,-79.15735,54,23.0703001,2016-06-14,2016,6,14
"2016-53",32.26617,-79.03048,91,20.78919983,2016-06-14,2016,6,14
"2016-54",32.25278,-79.04495,91,21.09493383,2016-06-14,2016,6,14
"2016-55",32.25445,-79.67793,27,26.52736664,2016-06-21,2016,6,21
"2016-56",32.23892,-79.69749,27,26.47963333,2016-06-21,2016,6,21
"2016-57",32.23449,-79.6842,29,26.48489952,2016-06-21,2016,6,21
"2016-58",32.59664,-79.34048,23,26.6487999,2016-06-27,2016,6,27
"2016-59",32.585,-79.34536,23,NA,2016-06-27,2016,6,27
"2016-60",32.60532,-79.21312,31,26.02,2016-06-27,2016,6,27
"2016-61",32.5953,-79.22305,31,26.09,2016-06-27,2016,6,27
"2016-62",32.48362,-79.71852,17,27.03860092,2016-06-28,2016,6,28
"2016-63",32.58882,-79.14414,34,26.35910034,2016-06-28,2016,6,28
"2016-64",32.48896,-78.88576,48,22.09584999,2016-06-28,2016,6,28
"2016-65",32.47867,-78.90336,45,22.28495026,2016-06-28,2016,6,28
"2016-66",32.4533,-78.93831,51,22.18180084,2016-06-29,2016,6,29
"2016-67",32.44376,-78.95061,47,21.8984499,2016-06-29,2016,6,29
"2016-68",32.40463,-78.99717,46,21.54574966,2016-06-29,2016,6,29
"2016-69",32.58715,-79.15642,34,26.2404995,2016-06-29,2016,6,29
"2017-1",32.54007,-79.55948,20,24.49096939,2017-05-30,2017,5,30
"2017-10",33.37717,-77.16348,48,21.66643794,2017-06-02,2017,6,2
"2017-1001",29.76537704,-80.45508575,36,23.46532708,2017-04-26,2017,4,26
"2017-1002",29.74625587,-80.44361877,38,22.75920043,2017-04-26,2017,4,26
"2017-1003",29.72835732,-80.46064758,35,23.04329492,2017-04-26,2017,4,26
"2017-1004",29.70010757,-80.50072479,34,23.50911118,2017-04-26,2017,4,26
"2017-1005",30.00219154,-80.39559937,46,22.71753125,2017-04-27,2017,4,27
"2017-1006",29.93986893,-80.49365997,42,22.855555,2017-04-27,2017,4,27
"2017-1007",29.90603828,-80.57585907,35,23.49209167,2017-04-27,2017,4,27
"2017-1008",29.84733963,-80.52870178,36,22.97645556,2017-04-27,2017,4,27
"2017-1009",29.16942978,-80.58061218,27,23.56704516,2017-04-28,2017,4,28
"2017-1010",29.16360474,-80.54089355,25,23.51860417,2017-04-28,2017,4,28
"2017-1011",29.12223053,-80.49697876,27,22.80005282,2017-04-28,2017,4,28
"2017-1012",29.1693821,-80.51654816,24,23.51966897,2017-04-28,2017,4,28
"2017-1013",29.01405907,-80.19381714,52,20.64796667,2017-04-29,2017,4,29
"2017-1014",28.95605659,-80.18203735,57,20.64044,2017-04-29,2017,4,29
"2017-1015",28.86574936,-80.17106628,51,20.50382222,2017-04-29,2017,4,29
"2017-1016",28.85171127,-80.25270844,42,22.27036984,2017-04-29,2017,4,29
"2017-1017",29.02061272,-80.48088837,20,23.3992325,2017-04-30,2017,4,30
"2017-1019",28.01067924,-80.38466644,18,21.65166538,2017-05-02,2017,5,2
"2017-1020",28.08791733,-80.21264648,29,19.27824286,2017-05-02,2017,5,2
"2017-1021",28.15057564,-80.23492432,24,20.17183571,2017-05-02,2017,5,2
"2017-1022",28.21026039,-80.23758698,25,20.07546471,2017-05-03,2017,5,3
"2017-1023",28.2387886,-80.24842834,25,20.02049313,2017-05-03,2017,5,3
"2017-1024",28.33651733,-80.15496826,40,18.5594,2017-05-03,2017,5,3
"2017-1025",28.50363922,-80.10922241,56,18.635788,2017-05-03,2017,5,3
"2017-1026",28.68137169,-80.42637634,19,22.81575833,2017-05-04,2017,5,4
"2017-1027",28.70969391,-80.14021301,55,18.75343895,2017-05-04,2017,5,4
"2017-1028",28.59138489,-80.12161255,57,19.4012875,2017-05-04,2017,5,4
"2017-1029",28.8306694,-80.64494324,20,25.19956159,2017-05-05,2017,5,5
"2017-1030",28.86118698,-80.47315979,22,21.52970769,2017-05-05,2017,5,5
"2017-1031",31.58409119,-80.81260681,20,27.3889,2017-06-20,2017,6,20
"2017-1032",31.51707268,-79.82867432,50,21.94750682,2017-06-21,2017,6,21
"2017-1033",31.54396439,-79.71189117,71,17.71137067,2017-06-21,2017,6,21
"2017-1034",31.63996696,-79.66255188,68,17.73328966,2017-06-21,2017,6,21
"2017-1035",31.60630226,-79.67256927,73,18.24820625,2017-06-21,2017,6,21
"2017-1036",31.45950127,-79.79650879,56,18.09892857,2017-06-22,2017,6,22
"2017-1037",31.48357773,-79.72763062,70,17.65058947,2017-06-22,2017,6,22
"2017-1038",31.47638512,-79.7609024,66,18.93386,2017-06-22,2017,6,22
"2017-1039",31.52545929,-79.75080109,59,18.58763529,2017-06-22,2017,6,22
"2017-1040",30.4120369,-80.47429657,38,20.96895294,2017-06-23,2017,6,23
"2017-1041",30.51091957,-80.47806549,37,22.53481944,2017-06-23,2017,6,23
"2017-1042",30.49279404,-80.5410614,37,22.76360075,2017-06-23,2017,6,23
"2017-1043",30.49630547,-80.59294891,39,22.81881111,2017-06-23,2017,6,23
"2017-1044",29.13773155,-80.22635651,54,16.49575758,2017-06-24,2017,6,24
"2017-1045",29.14537048,-80.31021881,44,19.04092979,2017-06-24,2017,6,24
"2017-1046",29.18059349,-80.38317108,30,21.19704933,2017-06-24,2017,6,24
"2017-1047",29.10493469,-80.41074371,30,21.53578333,2017-06-24,2017,6,24
"2017-1048",29.05966759,-80.37865448,32,20.61277742,2017-06-24,2017,6,24
"2017-1049",27.83160973,-80.1470871,29,21.55945,2017-06-25,2017,6,25
"2017-1050",27.73942757,-80.1266861,28,21.17706981,2017-06-25,2017,6,25
"2017-1051",27.70594788,-80.12358093,26,21.41231058,2017-06-25,2017,6,25
"2017-1052",27.4302597,-80.06707764,24,17.78134157,2017-06-25,2017,6,25
"2017-1053",27.22544289,-80.05167389,24,17.53003846,2017-06-26,2017,6,26
"2017-1054",27.26195908,-80.01727295,46,16.48823351,2017-06-26,2017,6,26
"2017-1055",27.33334923,-80.06723785,25,18.2669288,2017-06-26,2017,6,26
"2017-1056",27.75558472,-80.01070404,56,16.60304107,2017-06-27,2017,6,27
"2017-1057",28.94317436,-80.48156738,19,21.62606564,2017-06-27,2017,6,27
"2017-1058",29.0024662,-80.43764496,26,21.55694783,2017-06-27,2017,6,27
"2017-1059",28.97635841,-80.42375946,24,20.38518504,2017-06-27,2017,6,27
"2017-1060",28.95253181,-80.36253357,31,19.56572963,2017-06-27,2017,6,27
"2017-1061",30.46918106,-80.20505524,52,19.54595694,2017-06-28,2017,6,28
"2017-1062",30.48449135,-80.18822479,64,20.83402344,2017-06-28,2017,6,28
"2017-1063",30.41879272,-80.20915222,64,20.00680889,2017-06-28,2017,6,28
"2017-1064",31.90533638,-80.28187561,28,26.76040294,2017-07-01,2017,7,1
"2017-1065",31.83106422,-80.14356232,32,25.45252564,2017-07-02,2017,7,2
"2017-1066",31.73498917,-80.22967529,31,25.226296,2017-07-02,2017,7,2
"2017-1067",31.68096542,-80.33906555,29,24.73277942,2017-07-02,2017,7,2
"2017-1068",31.56809235,-80.36297607,32,23.9834,2017-07-02,2017,7,2
"2017-1069",31.58821297,-80.40487671,32,24.48163667,2017-07-02,2017,7,2
"2017-1070",31.42323875,-80.37167358,36,23.85803797,2017-07-03,2017,7,3
"2017-1071",31.39650154,-80.58842468,26,26.0594,2017-07-03,2017,7,3
"2017-1072",31.26465416,-80.52402496,33,24.96058308,2017-07-03,2017,7,3
"2017-1073",31.25991821,-80.420578,37,24.11970833,2017-07-03,2017,7,3
"2017-1074",30.06016731,-80.27735901,54,22.084825,2017-07-04,2017,7,4
"2017-1075",30.01441765,-80.28002167,54,22.46097731,2017-07-04,2017,7,4
"2017-1076",29.97570229,-80.28408813,56,21.68697143,2017-07-04,2017,7,4
"2017-1077",29.93283653,-80.29473877,56,21.642375,2017-07-04,2017,7,4
"2017-1078",29.93916512,-80.30774689,56,21.82836923,2017-07-04,2017,7,4
"2017-1079",29.66428757,-80.26220703,66,17.56678727,2017-07-05,2017,7,5
"2017-1080",29.67429924,-80.25480652,72,16.06861163,2017-07-05,2017,7,5
"2017-1081",29.7873745,-80.29579163,55,20.52508333,2017-07-05,2017,7,5
"2017-1082",29.8946991,-80.28547668,54,18.8565186,2017-07-05,2017,7,5
"2017-1083",29.47274971,-80.4414978,32,21.11660174,2017-07-06,2017,7,6
"2017-1084",29.35041618,-80.46019745,28,20.78537798,2017-07-06,2017,7,6
"2017-1085",29.29850578,-80.38483429,33,20.74424536,2017-07-06,2017,7,6
"2017-1086",29.23798943,-80.43520355,29,20.7585,2017-07-06,2017,7,6
"2017-1088",30.2088356,-81.00079346,28,21.38367273,2017-07-07,2017,7,7
"2017-1089",30.48430824,-81.21643829,19,22.00240667,2017-07-07,2017,7,7
"2017-1090",30.61493874,-81.16854858,21,22.08848031,2017-07-07,2017,7,7
"2017-1091",31.62771416,-80.57862091,26,25.38314747,2017-07-08,2017,7,8
"2017-1092",34.52677155,-76.35410309,24,20.50388857,2017-07-12,2017,7,12
"2017-1093",34.52996063,-76.34632874,24,20.30393333,2017-07-12,2017,7,12
"2017-1094",34.58371353,-76.31578064,27,20.08566244,2017-07-12,2017,7,12
"2017-1095",34.52948761,-76.40431213,19,21.0553,2017-07-12,2017,7,12
"2017-1096",34.34152603,-76.37984467,23,24.2288,2017-07-14,2017,7,14
"2017-1097",34.56079102,-76.24742126,36,21.25929231,2017-07-15,2017,7,15
"2017-1098",34.5397377,-76.2515564,37,21.07521726,2017-07-15,2017,7,15
"2017-1099",34.52335358,-76.21414948,40,20.6898625,2017-07-15,2017,7,15
"2017-11",33.43617,-77.02822,86,17.19218261,2017-06-02,2017,6,2
"2017-1100",34.52066422,-76.26257324,36,21.11298776,2017-07-15,2017,7,15
"2017-1101",34.56682968,-76.22270203,37,20.77946333,2017-07-16,2017,7,16
"2017-1102",34.55815887,-76.233078,37,20.72532212,2017-07-16,2017,7,16
"2017-1103",34.57031631,-76.2250061,37,20.82383077,2017-07-16,2017,7,16
"2017-1104",34.99753952,-75.46630096,50,22.17993099,2017-07-17,2017,7,17
"2017-1105",34.97766113,-75.46109772,53,21.17546667,2017-07-17,2017,7,17
"2017-1106",34.92167282,-75.46611023,66,20.20541765,2017-07-17,2017,7,17
"2017-1107",34.91849518,-75.52639008,54,21.72649,2017-07-17,2017,7,17
"2017-1108",34.90161514,-75.52110291,57,22.80077034,2017-07-18,2017,7,18
"2017-1109",34.86872101,-75.51713562,58,23.43145385,2017-07-18,2017,7,18
"2017-1110",34.85482025,-75.52639008,60,24.51708091,2017-07-18,2017,7,18
"2017-1111",34.57166672,-75.84062195,62,21.42594769,2017-07-19,2017,7,19
"2017-1112",34.65387344,-75.74925232,58,22.7816,2017-07-19,2017,7,19
"2017-1113",34.47703171,-75.8968277,74,19.71806571,2017-07-19,2017,7,19
"2017-1114",34.45995331,-75.91658783,73,19.58926667,2017-07-19,2017,7,19
"2017-1115",34.61101913,-76.16845703,38,21.30711837,2017-07-20,2017,7,20
"2017-1116",34.60555267,-76.13652039,40,21.57828444,2017-07-20,2017,7,20
"2017-1117",34.60367584,-76.19132233,38,21.33266981,2017-07-20,2017,7,20
"2017-1118",34.47620773,-75.9858551,56,22.11162222,2017-07-20,2017,7,20
"2017-1119",34.23550797,-76.40727997,32,25.73035606,2017-07-21,2017,7,21
"2017-1120",34.27968216,-76.5851593,30,23.798576,2017-07-21,2017,7,21
"2017-1121",34.24918365,-76.80370331,31,25.05468721,2017-07-21,2017,7,21
"2017-1122",34.2644577,-76.81650543,31,25.37949278,2017-07-22,2017,7,22
"2017-1123",34.27645874,-76.83188629,30,25.12138077,2017-07-22,2017,7,22
"2017-1124",34.31880188,-76.87722015,26,24.55601842,2017-07-22,2017,7,22
"2017-1125",34.31105423,-76.89438629,27,24.86912838,2017-07-22,2017,7,22
"2017-1126",34.30276871,-77.05542755,27,25.25884433,2017-07-23,2017,7,23
"2017-1127",34.25181961,-77.32933807,24,27.45275625,2017-07-24,2017,7,24
"2017-1128",34.3223114,-77.18166351,23,27.12003034,2017-07-24,2017,7,24
"2017-1129",34.29227829,-77.15305328,24,27.36516181,2017-07-24,2017,7,24
"2017-1130",33.80700684,-77.63743591,25,27.16449021,2017-07-25,2017,7,25
"2017-1131",33.71828079,-77.62529755,27,27.16373578,2017-07-25,2017,7,25
"2017-1132",33.62015915,-77.63596344,23,26.9151875,2017-07-25,2017,7,25
"2017-1133",34.45429993,-76.62646484,20,25.27520357,2017-07-30,2017,7,30
"2017-1134",34.41781616,-76.71340179,27,26.48164519,2017-07-30,2017,7,30
"2017-1135",34.20161819,-76.94146729,31,28.09616842,2017-07-31,2017,7,31
"2017-1136",34.19823456,-76.92635345,31,28.06390157,2017-07-31,2017,7,31
"2017-1137",34.14068985,-76.82495117,34,28.05977833,2017-07-31,2017,7,31
"2017-1138",32.28253555,-79.72145844,28,26.6003,2017-08-01,2017,8,1
"2017-1139",32.25453186,-79.68995667,30,26.46132941,2017-08-01,2017,8,1
"2017-1140",32.2400856,-79.69474792,32,26.44085825,2017-08-01,2017,8,1
"2017-1141",32.24187851,-79.68455505,32,26.41525322,2017-08-01,2017,8,1
"2017-1142",31.98149109,-79.48474884,54,23.9448,2017-08-02,2017,8,2
"2017-1143",31.94316673,-79.4258194,67,22.32338077,2017-08-02,2017,8,2
"2017-1144",32.01224518,-79.35603333,71,22.37543125,2017-08-02,2017,8,2
"2017-1145",31.22293472,-79.88996887,50,21.1773,2017-08-03,2017,8,3
"2017-1146",31.09554672,-79.927948,54,19.64725667,2017-08-03,2017,8,3
"2017-1147",31.05423546,-80.03575897,51,20.12578798,2017-08-03,2017,8,3
"2017-1148",29.40474319,-80.35739136,41,23.34374239,2017-08-04,2017,8,4
"2017-1149",29.53800011,-80.4270401,38,25.186125,2017-08-04,2017,8,4
"2017-1150",29.56121063,-80.39160919,41,24.50471,2017-08-04,2017,8,4
"2017-1151",29.5078125,-80.30437469,51,21.30378381,2017-08-04,2017,8,4
"2017-1152",29.06921768,-80.52941895,22,25.91889259,2017-08-05,2017,8,5
"2017-1153",29.09573555,-80.57167053,23,26.2806,2017-08-05,2017,8,5
"2017-1154",29.32074356,-80.50978088,33,25.30424894,2017-08-05,2017,8,5
"2017-1155",30.57254219,-80.79257965,34,27.23760068,2017-08-06,2017,8,6
"2017-1156",30.88874626,-80.61542511,34,26.82773671,2017-08-06,2017,8,6
"2017-1157",30.91477585,-80.5899353,35,26.38929401,2017-08-06,2017,8,6
"2017-1158",31.87887764,-80.01899719,37,25.78868261,2017-08-07,2017,8,7
"2017-1159",32.01160431,-79.97602081,31,27.17693675,2017-08-07,2017,8,7
"2017-1160",32.06531143,-79.93210602,30,27.2014625,2017-08-07,2017,8,7
"2017-1161",33.27664185,-78.44187164,27,27.2173,2017-08-08,2017,8,8
"2017-1162",33.37693787,-78.33419037,27,27.25247917,2017-08-08,2017,8,8
"2017-1163",33.47156906,-78.24739838,25,27.05265417,2017-08-08,2017,8,8
"2017-1164",33.47842026,-76.98621368,63,20.46839506,2017-08-09,2017,8,9
"2017-1166",33.43699265,-77.02437592,103,17.33411406,2017-08-09,2017,8,9
"2017-1167",33.4598732,-77.00324249,73,21.48158364,2017-08-09,2017,8,9
"2017-1169",34.15999985,-76.15276337,96,20.28542967,2017-08-10,2017,8,10
"2017-1170",34.15373993,-76.18808746,54,23.05664516,2017-08-10,2017,8,10
"2017-1171",34.13216782,-76.21521759,57,21.88694105,2017-08-10,2017,8,10
"2017-1172",33.7482338,-76.6490097,89,27.80880732,2017-08-11,2017,8,11
"2017-1173",33.73131943,-76.66896057,109,17.81890794,2017-08-11,2017,8,11
"2017-1174",33.70843506,-76.71817017,71,19.87602879,2017-08-11,2017,8,11
"2017-1175",33.73792648,-76.77347565,44,22.30239565,2017-08-11,2017,8,11
"2017-1176",33.6620903,-76.99274445,40,22.24733413,2017-08-12,2017,8,12
"2017-1177",33.61371613,-77.11946869,40,23.44745,2017-08-12,2017,8,12
"2017-1178",33.63837814,-77.23791504,36,23.49180755,2017-08-12,2017,8,12
"2017-1179",29.27287102,-80.57789612,30,25.82080435,2017-08-23,2017,8,23
"2017-1180",29.21902657,-80.69203186,25,26.56739722,2017-08-23,2017,8,23
"2017-1181",29.23753166,-80.69902039,25,26.74691795,2017-08-23,2017,8,23
"2017-1184",29.51258087,-80.94483948,24,28.23608074,2017-08-24,2017,8,24
"2017-1185",29.65885735,-80.85417938,27,27.17788333,2017-08-24,2017,8,24
"2017-1186",29.68203354,-80.73937225,30,25.7173125,2017-08-24,2017,8,24
"2017-1187",29.90942192,-80.28544617,54,15.17233333,2017-08-25,2017,8,25
"2017-1188",29.68967247,-80.28932953,59,14.84931454,2017-08-25,2017,8,25
"2017-1189",29.71359444,-80.44883728,35,21.50071273,2017-08-25,2017,8,25
"2017-1190",29.61713982,-80.54042053,32,24.53279545,2017-08-25,2017,8,25
"2017-1191",30.35513115,-80.3501358,42,21.00821111,2017-08-26,2017,8,26
"2017-1192",30.35425758,-80.8580246,32,28.19632381,2017-08-29,2017,8,29
"2017-1193",30.35162354,-80.62814331,38,26.49432151,2017-08-29,2017,8,29
"2017-1194",30.23238754,-80.46421051,40,24.12590215,2017-08-29,2017,8,29
"2017-1195",30.55586243,-80.1672287,54,20.74952949,2017-08-30,2017,8,30
"2017-1196",30.64379501,-80.21245575,42,23.75345862,2017-08-30,2017,8,30
"2017-1197",30.75691414,-80.21655273,44,24.26010968,2017-08-30,2017,8,30
"2017-12",33.47601,-76.97444,74,18.62935615,2017-06-02,2017,6,2
"2017-13",33.46938,-77.08807,40,22.8999335,2017-06-02,2017,6,2
"2017-14",33.64766,-76.91757,40,23.43799973,2017-06-03,2017,6,3
"2017-15",33.61975,-76.85344,73,19.24878443,2017-06-03,2017,6,3
"2017-16",33.63403,-76.82918,76,19.19232661,2017-06-03,2017,6,3
"2017-17",33.69489,-76.83974,40,22.76604808,2017-06-03,2017,6,3
