"Lat","Lon","Date","Breaks"
"28.5200000000002","-80.5200000000002","2009-09-03","6090"
"28.5200000000002","-80.4800000000002","2017-08-22","9000"
"28.5200000000002","-80.4400000000002","2018-08-28","9371"
"28.5200000000002","-80.4000000000002","2018-08-27","9370"
"28.5200000000002","-80.3600000000002","1993-04-14","104"
"28.5200000000002","-80.3200000000002","1993-04-14","104"
"28.5200000000002","-80.2800000000002","1996-08-17","1325"
"28.5200000000002","-80.2400000000002","1996-08-17","1325"
"28.5200000000002","-80.2000000000002","1996-08-17","1325"
"28.5200000000002","-80.1600000000002","2021-09-07","10477"
"28.5200000000002","-80.1200000000002","2021-09-07","10477"
"28.5200000000002","-80.0800000000002","2012-07-01","7122"
"28.5200000000002","-80.0400000000002","2012-07-01","7122"
"28.5200000000002","-80.0000000000002","2012-06-26","7117"
"28.5200000000002","-79.9600000000002","2020-09-20","10125"
"28.5200000000002","-79.9200000000002","2020-10-02","10137"
"28.5200000000002","-79.8800000000002","2020-10-02","10137"
"28.5200000000002","-79.8400000000002","2020-10-01","10136"
"28.5200000000002","-79.8000000000002","2020-10-01","10136"
"28.5200000000002","-79.7600000000002","2020-09-30","10135"
"28.5200000000002","-79.7200000000002","2015-04-24","8149"
"28.5200000000002","-79.6800000000002","2015-02-16","8082"
"28.5600000000002","-80.5600000000002","2009-09-04","6091"
"28.5600000000002","-80.5200000000002","2009-09-04","6091"
"28.5600000000002","-80.4800000000002","2018-08-27","9370"
"28.5600000000002","-80.4400000000002","2018-08-29","9372"
"28.5600000000002","-80.4000000000002","2002-08-06","3505"
"28.5600000000002","-80.3600000000002","1993-04-15","105"
"28.5600000000002","-80.3200000000002","1993-04-14","104"
"28.5600000000002","-80.2800000000002","1996-08-17","1325"
"28.5600000000002","-80.2400000000002","1996-08-17","1325"
"28.5600000000002","-80.2000000000002","1996-08-17","1325"
"28.5600000000002","-80.1600000000002","2021-09-07","10477"
"28.5600000000002","-80.1200000000002","2021-09-08","10478"
"28.5600000000002","-80.0800000000002","2012-07-01","7122"
"28.5600000000002","-80.0400000000002","2012-06-28","7119"
"28.5600000000002","-80.0000000000002","2012-06-26","7117"
"28.5600000000002","-79.9600000000002","2020-09-20","10125"
"28.5600000000002","-79.9200000000002","2020-10-02","10137"
"28.5600000000002","-79.8800000000002","2020-10-02","10137"
"28.5600000000002","-79.8400000000002","2020-10-01","10136"
"28.5600000000002","-79.8000000000002","2020-10-01","10136"
"28.5600000000002","-79.7600000000002","2020-09-30","10135"
"28.5600000000002","-79.7200000000002","2015-04-24","8149"
"28.5600000000002","-79.6800000000002","2015-07-13","8229"
"28.6000000000002","-80.5600000000002","2009-09-03","6090"
"28.6000000000002","-80.5200000000002","2009-09-03","6090"
"28.6000000000002","-80.4800000000002","2018-08-28","9371"
"28.6000000000002","-80.4400000000002","2018-08-29","9372"
"28.6000000000002","-80.4000000000002","2002-08-06","3505"
"28.6000000000002","-80.3600000000002","1993-04-14","104"
"28.6000000000002","-80.3200000000002","1993-04-14","104"
"28.6000000000002","-80.2800000000002","1996-08-17","1325"
"28.6000000000002","-80.2400000000002","1996-08-17","1325"
"28.6000000000002","-80.2000000000002","1996-08-17","1325"
"28.6000000000002","-80.1600000000002","2021-09-07","10477"
"28.6000000000002","-80.1200000000002","2021-09-08","10478"
"28.6000000000002","-80.0800000000002","2012-07-01","7122"
"28.6000000000002","-80.0400000000002","2012-07-01","7122"
"28.6000000000002","-80.0000000000002","2019-10-02","9771"
"28.6000000000002","-79.9600000000002","2020-09-20","10125"
"28.6000000000002","-79.9200000000002","2020-10-02","10137"
"28.6000000000002","-79.8800000000002","2020-10-02","10137"
"28.6000000000002","-79.8400000000002","2020-10-01","10136"
"28.6000000000002","-79.8000000000002","2020-10-01","10136"
"28.6000000000002","-79.7600000000002","2020-09-30","10135"
"28.6000000000002","-79.7200000000002","2015-04-24","8149"
"28.6000000000002","-79.6800000000002","2015-07-13","8229"
"28.6400000000002","-80.6000000000002","2009-09-04","6091"
"28.6400000000002","-80.5600000000002","2009-09-03","6090"
"28.6400000000002","-80.5200000000002","2009-09-03","6090"
"28.6400000000002","-80.4800000000002","2018-08-28","9371"
"28.6400000000002","-80.4400000000002","2002-08-06","3505"
"28.6400000000002","-80.4000000000002","1993-04-15","105"
"28.6400000000002","-80.3600000000002","1993-04-14","104"
"28.6400000000002","-80.3200000000002","1993-04-14","104"
"28.6400000000002","-80.2800000000002","1996-08-17","1325"
"28.6400000000002","-80.2400000000002","1996-08-17","1325"
"28.6400000000002","-80.2000000000002","2021-09-07","10477"
"28.6400000000002","-80.1600000000002","2021-09-07","10477"
"28.6400000000002","-80.1200000000002","2021-09-08","10478"
"28.6400000000002","-80.0800000000002","2012-07-01","7122"
"28.6400000000002","-80.0400000000002","2012-07-01","7122"
"28.6400000000002","-80.0000000000002","2019-10-02","9771"
"28.6400000000002","-79.9600000000002","2020-10-02","10137"
"28.6400000000002","-79.9200000000002","2020-10-02","10137"
"28.6400000000002","-79.8800000000002","2020-10-02","10137"
"28.6400000000002","-79.8400000000002","2020-08-16","10090"
"28.6400000000002","-79.8000000000002","2020-08-16","10090"
"28.6400000000002","-79.7600000000002","2020-09-30","10135"
"28.6400000000002","-79.7200000000002","2015-03-06","8100"
"28.6400000000002","-79.6800000000002","2017-10-18","9057"
"28.6800000000002","-80.6400000000002","2009-09-05","6092"
"28.6800000000002","-80.6000000000002","2009-09-03","6090"
"28.6800000000002","-80.5600000000002","2009-09-03","6090"
"28.6800000000002","-80.5200000000002","2018-08-29","9372"
