Time,TripoleIndex
15-Apr-2008,-0.711134331922883
15-May-2008,-0.694466193189591
15-Jun-2008,-0.673329439488509
15-Jul-2008,-0.647910946000917
15-Aug-2008,-0.619641694010719
15-Sep-2008,-0.591341631421243
15-Oct-2008,-0.567004916311987
15-Nov-2008,-0.55059342593917
15-Dec-2008,-0.545123258959942
15-Jan-2009,-0.552243761363145
14-Feb-2009,-0.572507898661273
15-Mar-2009,-0.605511724008986
15-Apr-2009,-0.649935119750706
15-May-2009,-0.703770367224652
15-Jun-2009,-0.764877552758487
15-Jul-2009,-0.831737686350362
15-Aug-2009,-0.903765607521032
15-Sep-2009,-0.980932579821379
15-Oct-2009,-1.06304727640716
15-Nov-2009,-1.14961080892852
15-Dec-2009,-1.23991147146683
15-Jan-2010,-1.33317651515327
14-Feb-2010,-1.42863913399576
15-Mar-2010,-1.52533139667599
15-Apr-2010,-1.62208337675595
15-May-2010,-1.7173630272942
15-Jun-2010,-1.80938759188451
15-Jul-2010,-1.896067942572
15-Aug-2010,-1.97467833785423
15-Sep-2010,-2.0419502308821
15-Oct-2010,-2.0946524335221
15-Nov-2010,-2.13024361473355
15-Dec-2010,-2.14708501377414
15-Jan-2011,-2.14432130165672
14-Feb-2011,-2.12225803431675
15-Mar-2011,-2.08257048303664
15-Apr-2011,-2.02821452219064
15-May-2011,-1.96269552813133
15-Jun-2011,-1.88976259440385
15-Jul-2011,-1.81250990669889
15-Aug-2011,-1.73300986875853
15-Sep-2011,-1.65257993963025
15-Oct-2011,-1.57267371996804
15-Nov-2011,-1.49517559408114
15-Dec-2011,-1.42182405844104
15-Jan-2012,-1.3539629127358
14-Feb-2012,-1.29256633078346
15-Mar-2012,-1.23837103636828
15-Apr-2012,-1.19176065610461
15-May-2012,-1.1527180183466
15-Jun-2012,-1.12066185065467
15-Jul-2012,-1.09439172316613
15-Aug-2012,-1.07253901761987
15-Sep-2012,-1.05396485640781
15-Oct-2012,-1.03704845717692
15-Nov-2012,-1.02090506819481
15-Dec-2012,-1.0049579977063
15-Jan-2013,-0.988778777950236
14-Feb-2013,-0.971811649708318
15-Mar-2013,-0.95297990614149
15-Apr-2013,-0.93093415851149
15-May-2013,-0.904137717022433
15-Jun-2013,-0.871256491590297
15-Jul-2013,-0.831148788674663
15-Aug-2013,-0.782919394093577
15-Sep-2013,-0.72582903259358
15-Oct-2013,-0.659713396850685
15-Nov-2013,-0.584767188758606
15-Dec-2013,-0.50198909100883
15-Jan-2014,-0.412613422577999
14-Feb-2014,-0.317988208679282
15-Mar-2014,-0.219462468589156
15-Apr-2014,-0.118615157812853
15-May-2014,-0.0172002180694372
15-Jun-2014,0.0831111784321041
15-Jul-2014,0.180967082155936
15-Aug-2014,0.275350243693194
15-Sep-2014,0.365730248410678
15-Oct-2014,0.452457807265001
15-Nov-2014,0.53550372539855
15-Dec-2014,0.614693169097674
15-Jan-2015,0.689975234002166
14-Feb-2015,0.761590181296901
15-Mar-2015,0.83025198043938
15-Apr-2015,0.897080409288564
15-May-2015,0.963104521944422
15-Jun-2015,1.02854451982369
15-Jul-2015,1.09253458145359
15-Aug-2015,1.15378490824781
15-Sep-2015,1.21069942778621
15-Oct-2015,1.26207091396346
15-Nov-2015,1.30696456005906
15-Dec-2015,1.34482065801667
15-Jan-2016,1.37524173012743
14-Feb-2016,1.39806389188479
15-Mar-2016,1.41374213951754
15-Apr-2016,1.42293354030914
15-May-2016,1.42615883459296
15-Jun-2016,1.42347859759388
15-Jul-2016,1.41454467177462
15-Aug-2016,1.39922390662279
15-Sep-2016,1.37780819471698
15-Oct-2016,1.35140680291859
15-Nov-2016,1.32047478602453
15-Dec-2016,1.2860030378356
15-Jan-2017,1.24958818313958
14-Feb-2017,1.21281457849368
15-Mar-2017,1.17726285315609
15-Apr-2017,1.14404827288998
15-May-2017,1.11393135279686
15-Jun-2017,1.08749410246902
15-Jul-2017,1.06522893128623
15-Aug-2017,1.04712182046328
15-Sep-2017,1.03260337012443
15-Oct-2017,1.02150400031628
15-Nov-2017,1.01405925063391
15-Dec-2017,1.01069206133877
15-Jan-2018,1.01173491431625
14-Feb-2018,1.0169348746092
15-Mar-2018,1.02533772996996
15-Apr-2018,1.03568002086713
15-May-2018,1.04721530802936
15-Jun-2018,1.05945338567756
15-Jul-2018,1.0716958943627
15-Aug-2018,1.08303332268293
15-Sep-2018,1.09288321980741
15-Oct-2018,1.10111962577817
15-Nov-2018,1.10793417093567
15-Dec-2018,1.11332664463453
15-Jan-2019,1.11702726831381
14-Feb-2019,1.11833450562219
15-Mar-2019,1.11706129418869
15-Apr-2019,1.11318953109058
15-May-2019,1.10723633041007
15-Jun-2019,1.0999016514554
15-Jul-2019,1.09315650052224
15-Aug-2019,1.08724256844049
15-Sep-2019,1.08105454833356
15-Oct-2019,1.07449973876082
15-Nov-2019,1.06771417374367
15-Dec-2019,1.0607917397085
15-Jan-2020,1.05385904673247
14-Feb-2020,1.0470458720283
15-Mar-2020,1.04038375595847
15-Apr-2020,1.03397493089728
15-May-2020,1.02780427539915
15-Jun-2020,1.02189680629466
15-Jul-2020,1.01624393571431
15-Aug-2020,1.01086479683482
15-Sep-2020,1.00577241376952
15-Oct-2020,1.00102355847072
15-Nov-2020,0.9964980544311
15-Dec-2020,0.992267880903752
