"Winter","Spring","Summer","Fall"
-2.29696642154461e-17,-1.91394761540683e-18,-6.69943184811191e-18,1.14842479470698e-17
1.53130121168552e-17,6.69932961999758e-18,-6.22132556143585e-18,9.5725237931495e-18
1.91414257902487e-17,-1.00496662147476e-17,-3.34984005819477e-18,1.91429446079472e-18
-1.91616377488521e-18,1.19614998987904e-17,0,-1.14843647792004e-17
9.57123863971228e-18,1.10070471094063e-17,4.79071064504987e-19,2.1055837083174e-17
2.29692991150378e-17,-1.33986592399952e-17,-2.87074069840814e-18,2.48848933332861e-17
9.57078591520599e-18,-6.6997969485202e-18,2.39287172699748e-18,1.53125447883326e-17
5.74218238960022e-18,2.39342302861401e-18,1.43537034920407e-18,-1.33982211195052e-17
-1.9138271322721e-18,-1.14843647792004e-17,5.26403229087517e-18,-1.91417762866406e-18
1.72278323222379e-17,4.78617427247676e-18,5.74218238960022e-18,-3.82858892158944e-18
-1.53130121168552e-17,4.7864663528034e-18,-9.57439310723999e-19,-7.65624318613363e-18
5.74229922173088e-18,9.57240696101884e-18,-3.82812159306681e-18,2.6797610560317e-17
-5.74229922173088e-18,-2.87150010725741e-18,6.22147160159917e-18,-9.57220250479019e-18
-1.53130705329205e-17,1.00496662147476e-17,6.69892070754029e-18,-1.91522911783996e-18
-1.14843939872331e-17,7.17758194683696e-18,-3.34992768229277e-18,-9.57135547184294e-18
7.65624318613363e-18,8.61480700611519e-18,2.39339929708747e-18,-2.10564796598926e-17
-5.74136456468563e-18,-1.2442797163035e-17,1.91406079653341e-18,-2.48854774939394e-17
7.65624318613363e-18,8.61382853702095e-18,-9.57088814332031e-19,5.74183189320825e-18
1.53126324124306e-17,1.14844231952658e-17,4.79128567819295e-19,2.29689632226622e-17
-1.91410752938567e-17,-1.33989513203218e-17,1.43537034920407e-18,-2.48851854136127e-17
-1.14841895310045e-17,9.57322478593343e-19,-3.82812159306681e-18,-9.57088814332032e-18
2.10557202510434e-17,-1.14851205370456e-17,9.57195423651255e-18,-7.65624318613363e-18
-7.65624318613363e-18,2.870514336155e-18,6.22150080963183e-18,3.82812159306681e-18
2.10559539153047e-17,-1.24430892433617e-17,-4.78620348050942e-18,-2.10560707474354e-17
3.8278879288055e-18,-9.58143954512016e-19,6.22146977609713e-18,9.57147230397359e-18
7.65637644778266e-18,-9.58140303507933e-19,-6.22138397750118e-18,2.67971996226933e-17
2.6797435312121e-17,0,8.13572225034489e-18,1.91408416295954e-17
-3.82812159306681e-18,-2.86992287349355e-18,-3.82814441184233e-18,-2.48840755083715e-17
2.10557202510434e-17,-1.05267137102396e-17,1.14843647792004e-17,-2.48843091726328e-17
-2.29697226315115e-17,1.0047789598649e-17,9.58140303507933e-19,1.91414257902487e-17
2.67976689763823e-17,1.14843939872331e-17,9.57322478593343e-19,2.105601233137e-17
-1.33976077508193e-17,6.69969472040588e-18,4.30725016088611e-18,0
1.53125767346183e-17,-4.7867876411627e-18,-5.26355035833621e-18,-1.91410752938567e-17
1.91422436151633e-17,1.91557961423193e-18,5.26317065391158e-18,1.53130121168552e-17
1.53125155802999e-17,1.14843647792004e-17,-1.43490302068145e-18,-1.91422436151633e-17
0,-5.74229922173088e-18,-5.74256209402485e-18,1.91557961423193e-18
2.67981947209702e-17,-1.24430016192637e-17,-4.79070151753967e-19,2.10558224791577e-17
5.74078040403235e-18,1.14829627936326e-17,1.19636101791504e-17,1.9141133709922e-17
-1.91424772794246e-17,-2.10563044116967e-17,-1.14845400273964e-17,-1.53132749891492e-17
1.91409292536934e-17,0,-3.82812889507498e-18,-1.72288838114138e-17
-2.48849462728453e-17,-5.74229922173088e-18,6.22142778955017e-18,-3.83092556420255e-18
-1.33987760721258e-17,1.91300930735751e-18,-9.57789807115966e-19,-2.2968777021454e-17
1.33985424078645e-17,1.91452812505603e-18,-5.74229922173088e-18,-1.33978706231132e-17
4.78684605722803e-18,9.58023471377278e-19,-1.91464495718669e-18,2.29683790620089e-17
1.14832256659265e-17,1.91686476766915e-18,7.17902774445382e-18,1.14827291293713e-17
-2.48852438296781e-17,-2.48852438296781e-17,9.58023471377278e-19,0
-9.5767297498531e-19,6.70114051802275e-18,-6.69857021114832e-18,-2.29687295584009e-17
1.91424772794246e-17,4.78580187006029e-18,-7.17875026814351e-18,1.72274818258459e-17
7.65671051465625e-18,1.33980750793419e-17,-6.22154462168083e-18,1.14837149004737e-17
