"Winter","Spring","Summer","Fall"
-1.22514845490862e-16,-3.67529581959862e-16,6.1261161373612e-16,-9.18782829989664e-16
-8.57532884500595e-16,-8.575123220456e-16,7.35008692439281e-16,-1.10257752999504e-15
9.80036514106914e-16,-2.44999781956276e-16,6.73779309405207e-16,-1.22522322747224e-16
-4.90007041168914e-16,-1.53135612278693e-15,-1.28635634083065e-15,-1.34765582314312e-15
-6.1261161373612e-17,-2.45000716613321e-16,-8.57525407244233e-16,-9.80051468619638e-16
7.35019440995301e-16,8.5751594384165e-16,1.71507324625755e-15,-3.67500373927198e-16
-9.80040252735095e-16,-2.44999781956276e-16,-1.65382703939666e-15,-4.90021995681638e-16
-1.22492413721776e-16,-1.22500124642399e-16,3.06335715893508e-16,-1.71509567802664e-15
-1.83749836467207e-16,-4.28792612647565e-16,-4.90002367883688e-16,8.57523537930143e-16
-4.2877578882075e-16,-1.40884968920947e-15,1.59264065058667e-15,-8.57568401468315e-16
-1.40888707549128e-15,7.96316586665155e-16,-8.57536623128776e-16,9.80047729991457e-16
-1.59263691195849e-15,8.57633827461482e-16,-1.34758852783586e-15,-1.22505872783228e-15
-1.2250157336082e-15,7.35044209407e-16,6.73695190271135e-16,1.16374522566413e-15
6.13434111935936e-17,9.80019923944361e-16,-3.67403403258754e-16,2.45014736469e-16
-1.04135749353142e-15,1.47003981664765e-15,1.16370783938232e-15,-8.575515776415e-16
-1.10258874587959e-15,1.40884968920947e-15,1.83731143326302e-16,-1.34756142278155e-15
7.35014300381552e-16,6.12523755973867e-16,1.5313864991409e-15,1.34758852783586e-15
-1.83731143326302e-16,3.06294590983517e-16,3.67507150190776e-16,-4.28760834308026e-16
